DiseaseID,DiseaseName,disease_index
MESH:D017486,Acneiform Eruptions,663
MESH:D056586,Acute Chest Syndrome,664
MESH:D000741,"Anemia, Aplastic",665
MESH:D000743,"Anemia, Hemolytic",666
MESH:D000749,"Anemia, Megaloblastic",667
MESH:D001100,Arachnoiditis,668
MESH:D001171,"Arthritis, Juvenile",669
MESH:D017043,Chalazion,670
MESH:D002761,Cholangitis,671
MESH:D002908,Chronic Disease,672
MESH:D015267,Churg-Strauss Syndrome,673
MESH:D003324,Coronary Artery Disease,674
MESH:D003873,"Dermatitis, Exfoliative",675
MESH:D012628,"Dermatitis, Seborrheic",676
MESH:D003882,Dermatomyositis,677
MESH:D004417,Dyspnea,678
MESH:D016603,Eosinophilia-Myalgia Syndrome,679
MESH:D005076,Exanthema,680
MESH:D005199,Fanconi Anemia,681
MESH:D013700,Giant Cell Arteritis,682
MESH:D005922,"Glomerulonephritis, IGA",683
MESH:D015433,"Glomerulonephritis, Membranous",684
MESH:D006073,Gout,685
MESH:D014890,Granulomatosis with Polyangiitis,686
MESH:D006463,Hemolytic-Uremic Syndrome,687
MESH:D006519,"Hepatitis, Alcoholic",688
MESH:D017681,Hypereosinophilic Syndrome,689
MESH:D006966,Hyperprolactinemia,690
MESH:D041781,"Jaundice, Obstructive",691
MESH:D007676,"Kidney Failure, Chronic",692
MESH:D007826,Laryngismus,693
MESH:D008179,"Lupus Erythematosus, Discoid",694
MESH:D008582,"Meningitis, Aseptic",695
MESH:D055953,Microscopic Polyangiitis,696
MESH:D009080,Mucocutaneous Lymph Node Syndrome,697
MESH:D009395,"Nephritis, Interstitial",698
MESH:D009404,Nephrotic Syndrome,699
MESH:D010493,Pericarditis,700
MESH:D010488,Polyarteritis Nodosa,701
MESH:D017285,Polymyositis,702
MESH:D011536,Prurigo,703
MESH:D016553,"Purpura, Thrombocytopenic, Idiopathic",704
MESH:D011697,"Purpura, Thrombotic Thrombocytopenic",705
MESH:D017511,Pyoderma Gangrenosum,706
MESH:D012019,Reflex Sympathetic Dystrophy,707
MESH:D012120,Respiration Disorders,708
MESH:D012140,Respiratory Tract Diseases,709
MESH:D031300,Retinal Vasculitis,710
MESH:D012393,Rosacea,711
MESH:D012851,"Sinus Thrombosis, Intracranial",712
MESH:D013203,Staphylococcal Infections,713
MESH:D013224,Status Asthmaticus,714
MESH:D016706,"Still's Disease, Adult-Onset",715
MESH:D014398,"Tuberculosis, Renal",716
MESH:D018366,"Vasculitis, Leukocytoclastic, Cutaneous",717
MESH:D016055,Urinary Retention,718
MESH:D002637,Chest Pain,719
MESH:D003480,Cushing Syndrome,720
MESH:D016757,"Death, Sudden, Cardiac",721
MESH:D005483,Flushing,722
MESH:D013575,Syncope,723
MESH:D016171,Torsades de Pointes,724
MESH:D006012,Glycogen Storage Disease Type V,725
MESH:D015212,Inflammatory Bowel Diseases,726
MESH:D013036,"Spasms, Infantile",727
MESH:D004831,"Epilepsies, Myoclonic",728
MESH:D058267,Flea Infestations,729
MESH:D010373,Lice Infestations,730
MESH:D008924,Mite Infestations,731
MESH:D013984,Tick Infestations,732
MESH:D006646,"Histiocytosis, Langerhans-Cell",733
MESH:D002276,Carcinoid Tumor,734
MESH:D012130,Respiratory Hypersensitivity,735
MESH:D009293,Opioid-Related Disorders,736
MESH:D056128,"Obesity, Abdominal",737
MESH:D001261,Pulmonary Atelectasis,738
MESH:D002051,Burkitt Lymphoma,739
MESH:D009133,Muscular Atrophy,740
MESH:D009181,Mycoses,741
MESH:D001196,Ascariasis,742
MESH:D016770,Ciliophora Infections,743
MESH:D003551,Cysticercosis,744
MESH:D004444,"Echinococcosis, Hepatic",745
MESH:D004605,"Elephantiasis, Filarial",746
MESH:D005393,Fish Diseases,747
MESH:D005873,Giardiasis,748
MESH:D006373,Helminthiasis,749
MESH:D006725,Hookworm Infections,750
MESH:D020019,Neurocysticercosis,751
MESH:D009916,Orbital Diseases,752
MESH:D010273,"Parasitic Diseases, Animal",753
MESH:D024801,Tauopathies,754
MESH:D014120,Toxocariasis,755
MESH:D011655,Pulmonary Embolism,756
MESH:D019698,"Hepatitis C, Chronic",757
MESH:D029481,"Bronchitis, Chronic",758
MESH:D005739,Gas Poisoning,759
MESH:D006947,Hyperkalemia,760
MESH:D008173,"Lung Diseases, Obstructive",761
MESH:D012135,Respiratory Sounds,762
MESH:D017824,"Bone Cysts, Aneurysmal",763
MESH:D052177,"Kidney Diseases, Cystic",764
MESH:D005207,Fasciculation,765
MESH:D001859,Bone Neoplasms,766
MESH:D005357,Fibrous Dysplasia of Bone,767
MESH:D018212,Giant Cell Tumor of Bone,768
MESH:D010024,Osteoporosis,769
MESH:D058866,Osteoporotic Fractures,770
MESH:D053098,Familial Hypophosphatemic Rickets,771
MESH:D006111,Graves Disease,772
MESH:D006996,Hypocalcemia,773
MESH:D007011,Hypoparathyroidism,774
MESH:C537156,Hypoparathyroidism familial isolated,775
MESH:D007431,Intraoperative Complications,776
MESH:D006938,Hyperlipoproteinemia Type II,777
MESH:D006953,Hyperlipoproteinemia Type IV,778
MESH:D011469,Prostatic Diseases,779
MESH:D053448,Prostatism,780
MESH:D011472,Prostatitis,781
MESH:D014570,Urologic Diseases,782
MESH:D004415,Dyspepsia,783
MESH:D006356,Heartburn,784
MESH:D014946,Wound Infection,785
MESH:D013616,"Tachycardia, Sinus",786
MESH:D059606,Polydipsia,787
MESH:D017492,"Keratosis, Seborrheic",788
MESH:D017499,Porokeratosis,789
MESH:D019048,Prostatic Intraepithelial Neoplasia,790
MESH:D010437,Peptic Ulcer,791
MESH:D007669,Kidney Calculi,792
MESH:D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",793
MESH:D007960,Leukocyte Disorders,794
MESH:D017880,"Limb Deformities, Congenital",795
MESH:D013280,Stomatitis,796
MESH:D001836,Body Weight Changes,797
MESH:D006525,"Hepatitis, Viral, Human",798
MESH:D043183,Irritable Bowel Syndrome,799
MESH:D009134,"Muscular Atrophy, Spinal",800
MESH:D002537,Intracranial Arteriosclerosis,801
MESH:D010241,Parakeratosis,802
MESH:D014735,Vibrio Infections,803
MESH:C535393,Ataxia with vitamin E deficiency,804
MESH:D002279,"Carcinoma 256, Walker",805
MESH:D018450,Disease Progression,806
MESH:D004942,"Esophagitis, Peptic",807
MESH:D017496,Hypopigmentation,808
MESH:D008206,Lymphatic Diseases,809
MESH:D009139,Musculoskeletal Abnormalities,810
MESH:D010014,Osteolysis,811
MESH:D011561,Pseudoxanthoma Elasticum,812
MESH:D011832,Radiation Injuries,813
MESH:D012174,Retinitis Pigmentosa,814
MESH:D006327,Heart Block,815
MESH:D010698,Phobic Disorders,816
MESH:D007319,Sleep Initiation and Maintenance Disorders,817
MESH:D013313,"Stress Disorders, Post-Traumatic",818
MESH:D023921,Coronary Stenosis,819
MESH:D018783,"Impotence, Vasculogenic",820
MESH:D058729,Peripheral Arterial Disease,821
MESH:D018633,Pulmonary Atresia,822
MESH:D011928,Raynaud Disease,823
MESH:D017445,"Skin Diseases, Vascular",824
MESH:D012883,Skin Ulcer,825
MESH:D013771,Tetralogy of Fallot,826
MESH:D013919,Thromboangiitis Obliterans,827
MESH:D054559,Hyperphosphatemia,828
MESH:D003108,Colonic Diseases,829
MESH:D004239,"Diverticulitis, Colonic",830
MESH:D003248,Constipation,831
MESH:D045823,Ileus,832
MESH:D058426,Neointima,833
MESH:D001321,Autistic Disorder,834
MESH:D002389,Catatonia,835
MESH:D003693,Delirium,836
MESH:D003704,Dementia,837
MESH:D005221,Fatigue,838
MESH:D005715,Gambling,839
MESH:D006506,Hepatitis A,840
MESH:D020018,"Sexual Dysfunctions, Psychological",841
MESH:D009157,Myasthenia Gravis,842
MESH:D001991,Bronchitis,843
MESH:D016905,Gram-Negative Bacterial Infections,844
MESH:D014552,Urinary Tract Infections,845
MESH:D007024,"Hypotension, Orthostatic",846
MESH:D000754,"Anemia, Refractory, with Excess of Blasts",847
MESH:D000756,"Anemia, Sideroblastic",848
MESH:D004941,Esophagitis,849
MESH:D006504,Hepatic Veno-Occlusive Disease,850
MESH:D015477,"Leukemia, Myelomonocytic, Chronic",851
MESH:D052016,Mucositis,852
MESH:D010292,Paresthesia,853
MESH:D014987,Xerostomia,854
MESH:D000380,Agranulocytosis,855
MESH:D001170,"Arthritis, Infectious",856
MESH:D001437,Bacteriuria,857
MESH:D001996,Bronchopneumonia,858
MESH:D004696,Endocarditis,859
MESH:D004697,"Endocarditis, Bacterial",860
MESH:D009877,Endophthalmitis,861
MESH:D004927,Escherichia coli Infections,862
MESH:D006316,"Hearing Loss, High-Frequency",863
MESH:D046088,"Hearing Loss, Unilateral",864
MESH:D006945,Hyperhidrosis,865
MESH:D016920,"Meningitis, Bacterial",866
MESH:D008584,"Meningitis, Listeria",867
MESH:D016870,Neisseriaceae Infections,868
MESH:D000292,Pelvic Inflammatory Disease,869
MESH:D011552,Pseudomonas Infections,870
MESH:D013207,Staphylococcal Skin Infections,871
MESH:D013290,Streptococcal Infections,872
MESH:D002295,"Carcinoma, Transitional Cell",873
MESH:D003919,Diabetes Insipidus,874
MESH:D018500,"Diabetes Insipidus, Nephrogenic",875
MESH:D006130,Growth Disorders,876
MESH:D007008,Hypokalemia,877
MESH:C537152,"Hypomagnesemia 2, renal",878
MESH:D056929,Liddle Syndrome,879
MESH:D006987,Hypesthesia,880
MESH:D006988,Hyphema,881
MESH:D008595,Menorrhagia,882
MESH:D013345,Subarachnoid Hemorrhage,883
MESH:D018268,Adrenocortical Carcinoma,884
MESH:D001660,Biliary Tract Diseases,885
MESH:D055623,"Keratosis, Actinic",886
MESH:D009182,Mycosis Fungoides,887
MESH:D000267,Tissue Adhesions,888
MESH:D056650,Vulvodynia,889
MESH:D014860,Warts,890
MESH:D020567,Fetal Weight,891
MESH:D015861,Retinal Neovascularization,892
MESH:D000686,Amyloidosis,893
MESH:D054537,Atrioventricular Block,894
MESH:D019559,Capillary Leak Syndrome,895
MESH:D002493,Central Nervous System Diseases,896
MESH:D055191,Delayed Emergence from Anesthesia,897
MESH:D004244,Dizziness,898
MESH:D006323,Heart Arrest,899
MESH:D046628,Sphincter of Oddi Dysfunction,900
MESH:D018088,"Tuberculosis, Multidrug-Resistant",901
MESH:D014397,"Tuberculosis, Pulmonary",902
MESH:D001327,Autoimmune Diseases,903
MESH:D002311,"Cardiomyopathy, Dilated",904
MESH:C535581,Cardiomyopathy dilated with woolly hair and keratoderma,905
MESH:D002341,Carotid Artery Thrombosis,906
MESH:D005315,Fetal Diseases,907
MESH:D006980,Hyperthyroidism,908
MESH:D011249,"Pregnancy Complications, Cardiovascular",909
MESH:C566506,Short QT Syndrome 1,910
MESH:D012804,Sick Sinus Syndrome,911
MESH:D013613,"Tachycardia, Ectopic Junctional",912
MESH:D054139,"Tachycardia, Reciprocating",913
MESH:D013971,Thyrotoxicosis,914
MESH:D014927,Wolff-Parkinson-White Syndrome,915
MESH:D016778,"Malaria, Falciparum",916
MESH:D011604,"Psychoses, Alcoholic",917
MESH:D012563,"Schizophrenia, Paranoid",918
MESH:D000341,"Affective Disorders, Psychotic",919
MESH:D002385,Cataplexy,920
MESH:D004775,Enuresis,921
MESH:D015877,Miosis,922
MESH:D019964,Mood Disorders,923
MESH:D011843,Radiculopathy,924
MESH:D018781,Tension-Type Headache,925
MESH:C537095,Brachydactyly with hypertension,926
MESH:D003327,Coronary Disease,927
MESH:D023903,Coronary Restenosis,928
MESH:D006978,"Hypertension, Renovascular",929
MESH:D014550,"Urinary Incontinence, Stress",930
MESH:D001791,Blood Platelet Disorders,931
MESH:D000405,Akinetic Mutism,932
MESH:D008288,Malaria,933
OMIM:248310,PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL,934
MESH:D060585,Fusariosis,935
MESH:D018784,Abdominal Abscess,936
MESH:D001987,Bronchiectasis,937
MESH:D017714,Community-Acquired Infections,938
MESH:D005756,Gastritis,939
MESH:D006192,Haemophilus Infections,940
MESH:D016481,Helicobacter Infections,941
MESH:D010033,Otitis Media,942
MESH:D010518,Periodontitis,943
MESH:D011008,Pneumococcal Infections,944
MESH:D018410,"Pneumonia, Bacterial",945
MESH:D011018,"Pneumonia, Pneumococcal",946
MESH:D004238,Diverticulitis,947
MESH:D045828,Moraxellaceae Infections,948
MESH:D010612,Pharyngitis,949
MESH:D014526,Urethritis,950
MESH:D002653,Child Behavior Disorders,951
MESH:D001228,Aspergillosis,952
MESH:D001759,Blastomycosis,953
MESH:D058387,Candidemia,954
MESH:D002181,"Candidiasis, Vulvovaginal",955
MESH:D002494,Central Nervous System Infections,956
MESH:D002862,Chromoblastomycosis,957
MESH:D003047,Coccidioidomycosis,958
MESH:D003048,Coccidiosis,959
MESH:D003316,Corneal Diseases,960
MESH:D003453,Cryptococcosis,961
MESH:D003881,Dermatomycoses,962
MESH:D005335,Fever of Unknown Origin,963
MESH:D016469,Fungemia,964
MESH:D006660,Histoplasmosis,965
MESH:D007762,Labyrinthitis,966
MESH:D007897,"Leishmaniasis, Mucocutaneous",967
MESH:D008172,"Lung Diseases, Fungal",968
MESH:D016919,"Meningitis, Cryptococcal",969
MESH:D016921,"Meningitis, Fungal",970
MESH:D009091,Mucormycosis,971
MESH:D059249,Otomycosis,972
MESH:D017096,Prion Diseases,973
MESH:D055732,Pulmonary Aspergillosis,974
MESH:C536777,Systemic candidiasis,975
MESH:D020096,Zygomycosis,976
MESH:D058365,"Candidiasis, Invasive",977
MESH:D000038,Abscess,978
MESH:D004405,"Dysentery, Bacillary",979
MESH:D004698,"Endocarditis, Subacute Bacterial",980
MESH:D004751,Enteritis,981
MESH:D008583,"Meningitis, Haemophilus",982
MESH:D011512,Proteus Infections,983
MESH:D012480,Salmonella Infections,984
MESH:D002303,"Cardiac Output, Low",985
MESH:D012770,"Shock, Cardiogenic",986
MESH:D018497,"Ventricular Dysfunction, Right",987
MESH:D015456,"Leukemia, Biphenotypic, Acute",988
MESH:D013920,"Thrombocythemia, Essential",989
MESH:D013922,Thrombocytosis,990
MESH:D009120,Muscle Cramp,991
MESH:C536961,Familial Testotoxicosis,992
MESH:D009364,"Neoplasm Recurrence, Local",993
MESH:D017119,Porphyria Cutanea Tarda,994
MESH:D000083242,Ischemic Stroke,995
MESH:D011317,Priapism,996
MESH:D000075322,Heavy Metal Poisoning,997
MESH:D013585,Synovitis,998
MESH:D008109,"Liver Diseases, Parasitic",999
MESH:D012859,Sjogren's Syndrome,1000
MESH:D014985,Xerophthalmia,1001
MESH:D000784,Aortic Dissection,1002
MESH:D016063,"Blood Loss, Surgical",1003
MESH:D003323,Coronary Aneurysm,1004
MESH:D006974,"Hypertension, Malignant",1005
MESH:D066087,Perinatal Death,1006
MESH:D003085,Colic,1007
MESH:D004461,Eclampsia,1008
MESH:D009889,Opisthorchiasis,1009
MESH:D011020,"Pneumonia, Pneumocystis",1010
MESH:D018270,"Carcinoma, Ductal, Breast",1011
MESH:D009396,Wilms Tumor,1012
MESH:D002418,Cattle Diseases,1013
MESH:D015299,Discitis,1014
MESH:D004716,Endometritis,1015
MESH:D020802,Epidural Abscess,1016
MESH:D011023,"Pneumonia, Staphylococcal",1017
MESH:D011645,Puerperal Infection,1018
MESH:D052880,Pyomyositis,1019
MESH:D002115,Calciphylaxis,1020
MESH:D007238,Infarction,1021
MESH:D013924,Thrombophlebitis,1022
MESH:D017029,"Epilepsy, Complex Partial",1023
MESH:D011251,"Pregnancy Complications, Infectious",1024
MESH:D020343,Hypertensive Encephalopathy,1025
MESH:D001477,Bartter Syndrome,1026
MESH:D052256,Tendinopathy,1027
MESH:D020275,Guillain-Barre Syndrome,1028
MESH:D012594,"Scleroderma, Localized",1029
MESH:D012213,Rheumatic Fever,1030
MESH:D003680,Deglutition Disorders,1031
MESH:D014352,Trypanosomiasis,1032
MESH:D013163,Splenomegaly,1033
MESH:D014252,Trichostrongyloidiasis,1034
MESH:D008577,Meningeal Neoplasms,1035
MESH:D020149,Manganese Poisoning,1036
MESH:D001478,Basal Cell Nevus Syndrome,1037
MESH:D011605,"Psychoses, Substance-Induced",1038
MESH:D001906,Botulism,1039
MESH:D012216,Rheumatic Diseases,1040
MESH:D004426,"Ear Deformities, Acquired",1041
MESH:D000257,Adenoviridae Infections,1042
MESH:D008064,Lipidoses,1043
MESH:D065631,"Rhinitis, Allergic",1044
MESH:D012598,Sclerosis,1045
MESH:D017719,Diabetic Foot,1046
MESH:D018702,Filoviridae Infections,1047
MESH:D019142,"Hemorrhagic Fever, Ebola",1048
MESH:D015875,Anisocoria,1049
MESH:D005141,Eyelid Diseases,1050
MESH:D005902,"Glaucoma, Open-Angle",1051
MESH:D020083,Acquired Hyperostosis Syndrome,1052
MESH:D000014,"Abnormalities, Drug-Induced",1053
MESH:D014594,Uterine Neoplasms,1054
MESH:D002280,Basal Cell Carcinoma,1055
MESH:D020370,"Osteoarthritis, Knee",1056
MESH:D019851,Thrombophilia,1057
MESH:D020817,Asperger Syndrome,1058
MESH:D002659,"Child Development Disorders, Pervasive",1059
MESH:D005687,Galactorrhea,1060
MESH:D008607,Intellectual Disability,1061
MESH:D008599,Menstruation Disturbances,1062
MESH:D009771,Obsessive-Compulsive Disorder,1063
MESH:D013981,Tic Disorders,1064
MESH:D005879,Tourette Syndrome,1065
MESH:D020261,Arsenic Poisoning,1066
MESH:D011629,"Puberty, Precocious",1067
MESH:C535650,Gastro-enteropancreatic neuroendocrine tumor,1068
MESH:D000562,Amebiasis,1069
MESH:D008232,Lymphoproliferative Disorders,1070
MESH:D013587,Syphilis,1071
MESH:D008181,Lupus Nephritis,1072
MESH:D001752,Blast Crisis,1073
MESH:D002291,"Carcinoma, Papillary",1074
MESH:D018288,"Carcinoma, Small Cell",1075
MESH:D005354,Fibrosarcoma,1076
MESH:D005706,Gallbladder Neoplasms,1077
MESH:D015490,HTLV-I Infections,1078
MESH:D054990,Idiopathic Pulmonary Fibrosis,1079
MESH:D015458,"Leukemia, T-Cell",1080
MESH:D016410,"Lymphoma, T-Cell, Cutaneous",1081
MESH:D000086002,"Mesothelioma, Malignant",1082
MESH:D009190,Myelodysplastic Syndromes,1083
MESH:D000077274,Nasopharyngeal Carcinoma,1084
MESH:D012512,"Sarcoma, Ewing",1085
MESH:D000098943,Uveal Melanoma,1086
MESH:D016780,"Malaria, Vivax",1087
MESH:D018177,Flavivirus Infections,1088
MESH:D007592,Joint Diseases,1089
MESH:D018512,Parasitemia,1090
MESH:D018798,"Anemia, Iron-Deficiency",1091
MESH:D001206,Ascorbic Acid Deficiency,1092
MESH:D001766,Blindness,1093
MESH:D002607,Charcot-Marie-Tooth Disease,1094
MESH:D003139,Common Cold,1095
MESH:D020918,Complex Regional Pain Syndromes,1096
MESH:D064806,Dysbiosis,1097
MESH:D044882,Glucose Metabolism Disorders,1098
MESH:D006548,"Hernia, Diaphragmatic",1099
MESH:D007037,Hypothyroidism,1100
OMIM:146850,IMMUNE SUPPRESSION,1101
MESH:D007153,Immunologic Deficiency Syndromes,1102
MESH:D020264,"Lead Poisoning, Nervous System, Childhood",1103
MESH:D008548,Melanosis,1104
MESH:D020763,"Pathological Conditions, Anatomical",1105
MESH:D016491,Peripheral Vascular Diseases,1106
MESH:D011085,Polycystic Ovary Syndrome,1107
MESH:D011297,Prenatal Exposure Delayed Effects,1108
MESH:D011628,"Puberty, Delayed",1109
MESH:D012614,Scurvy,1110
MESH:D012868,Skin Abnormalities,1111
MESH:D003731,Dental Caries,1112
MESH:D000080983,Bone Marrow Failure Disorders,1113
MESH:D054058,Acute Coronary Syndrome,1114
MESH:D020757,Amaurosis Fugax,1115
MESH:D016736,Antiphospholipid Syndrome,1116
MESH:D001928,"Brain Diseases, Metabolic",1117
MESH:D001932,Brain Neoplasms,1118
MESH:D002561,Cerebrovascular Disorders,1119
MESH:D002644,Chickenpox,1120
MESH:D003328,Coronary Thrombosis,1121
MESH:D004916,Erythromelalgia,1122
MESH:D005368,Filariasis,1123
MESH:D005759,Gastroenteritis,1124
MESH:D012001,Hyperacusis,1125
MESH:D046110,"Hypertension, Pregnancy-Induced",1126
MESH:D007405,Intervertebral Disc Displacement,1127
MESH:D002532,Intracranial Aneurysm,1128
MESH:D020300,Intracranial Hemorrhages,1129
MESH:D014854,Lateral Medullary Syndrome,1130
MESH:D034721,"Mastocytosis, Systemic",1131
MESH:D020325,Migraine with Aura,1132
MESH:D009072,Moyamoya Disease,1133
MESH:D009668,Nose Diseases,1134
MESH:D020795,Photophobia,1135
MESH:D011248,Pregnancy Complications,1136
MESH:D013736,Testicular Neoplasms,1137
MESH:D057049,Thrombotic Microangiopathies,1138
MESH:D014652,Vascular Diseases,1139
MESH:D014717,Vertigo,1140
MESH:D013158,Splenic Diseases,1141
MESH:D005499,Folliculitis,1142
MESH:D017513,Lichen Nitidus,1143
MESH:D009759,"Nystagmus, Pathologic",1144
MESH:D012221,"Rhinitis, Allergic, Perennial",1145
MESH:D006255,"Rhinitis, Allergic, Seasonal",1146
MESH:D004678,Encephalomalacia,1147
MESH:D006679,HIV Seropositivity,1148
MESH:D008382,Marfan Syndrome,1149
MESH:D018382,Thyroid Hormone Resistance Syndrome,1150
MESH:D002658,Developmental Disabilities,1151
MESH:D017544,"Aortic Aneurysm, Abdominal",1152
MESH:D005271,Femur Head Necrosis,1153
MESH:D006951,Hyperlipoproteinemias,1154
MESH:D007009,Hypolipoproteinemias,1155
MESH:D014517,Ureteral Obstruction,1156
MESH:D016720,Pneumocystis Infections,1157
MESH:D001146,"Arrhythmia, Sinus",1158
MESH:C563984,Atrial Standstill,1159
MESH:D001982,Bronchial Diseases,1160
MESH:D003457,Cryptosporidiosis,1161
MESH:D007040,Hypoventilation,1162
MESH:D009140,Musculoskeletal Diseases,1163
MESH:D009216,Myopia,1164
MESH:D010167,Pallor,1165
MESH:D054138,"Sinus Arrest, Cardiac",1166
MESH:D014607,Uveomeningoencephalitic Syndrome,1167
MESH:D014786,Vision Disorders,1168
MESH:D054429,"Leukemia, Myelomonocytic, Juvenile",1169
MESH:D009006,Monosomy,1170
MESH:D012912,Sneezing,1171
MESH:D056648,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,1172
MESH:D001528,Behcet Syndrome,1173
MESH:D002446,Celiac Disease,1174
MESH:D004108,"Dilatation, Pathologic",1175
MESH:D010505,Familial Mediterranean Fever,1176
MESH:D019693,"Hepatitis, Autoimmune",1177
MESH:D006521,"Hepatitis, Chronic",1178
MESH:D007154,Immune System Diseases,1179
MESH:D020386,Isaacs Syndrome,1180
MESH:D008286,Malabsorption Syndromes,1181
MESH:D020529,"Multiple Sclerosis, Relapsing-Remitting",1182
MESH:C535761,"Nephrosis, congenital",1183
MESH:D015435,"Panniculitis, Lupus Erythematosus",1184
MESH:D010391,"Pemphigoid, Bullous",1185
MESH:D010392,Pemphigus,1186
MESH:D016506,"Pemphigus, Benign Familial",1187
MESH:D011350,Proctocolitis,1188
MESH:D019557,"Dermatitis, Perioral",1189
MESH:D018327,Hutchinson's Melanotic Freckle,1190
MESH:D002690,Chlamydia Infections,1191
MESH:D015787,Erythema Chronicum Migrans,1192
MESH:D005929,"Glossitis, Benign Migratory",1193
MESH:D006069,Gonorrhea,1194
MESH:D007169,Impetigo,1195
MESH:D009164,Mycobacterium Infections,1196
MESH:D014437,"Typhus, Endemic Flea-Borne",1197
MESH:D007239,Infections,1198
MESH:D016868,Serratia Infections,1199
MESH:D007941,Leukemia P388,1200
MESH:D002481,Cellulitis,1201
MESH:D005667,Furunculosis,1202
MESH:D002547,Cerebral Palsy,1203
MESH:D003655,Decerebrate State,1204
MESH:D005534,Foot Diseases,1205
MESH:D006429,Hemiplegia,1206
MESH:D006556,Heroin Dependence,1207
MESH:D006606,Hiccup,1208
MESH:D016472,Motor Neuron Disease,1209
MESH:D020528,"Multiple Sclerosis, Chronic Progressive",1210
MESH:D009122,Muscle Hypertonia,1211
MESH:D009123,Muscle Hypotonia,1212
MESH:D020879,Neuromuscular Manifestations,1213
MESH:D010291,Paresis,1214
MESH:D011782,Quadriplegia,1215
MESH:D016750,Stiff-Person Syndrome,1216
MESH:D013742,Tetanus,1217
MESH:D014277,Trigeminal Neuralgia,1218
MESH:D014474,Unconsciousness,1219
MESH:D001750,"Urinary Bladder, Neurogenic",1220
MESH:D016523,Foot Ulcer,1221
MESH:D015175,Prolactinoma,1222
MESH:D045169,Severe Acute Respiratory Syndrome,1223
MESH:D004828,"Epilepsies, Partial",1224
MESH:D010911,Pituitary Neoplasms,1225
MESH:D006734,Horse Diseases,1226
MESH:D007241,Infectious Bovine Rhinotracheitis,1227
MESH:D019282,Wasting Syndrome,1228
MESH:D020181,"Sleep Apnea, Obstructive",1229
MESH:D007119,Immunoblastic Lymphadenopathy,1230
MESH:D017728,"Lymphoma, Large-Cell, Anaplastic",1231
MESH:C563515,"Neutrophil Chemotactic Response, Abnormal",1232
MESH:D008231,Lymphopenia,1233
MESH:D016411,"Lymphoma, T-Cell, Peripheral",1234
MESH:D056151,Airway Remodeling,1235
MESH:D010534,Peritoneal Neoplasms,1236
MESH:D057772,Vascular System Injuries,1237
MESH:D012170,Retinal Vein Occlusion,1238
MESH:D006929,Hyperaldosteronism,1239
MESH:D008538,Meige Syndrome,1240
MESH:D012148,Restless Legs Syndrome,1241
MESH:D014855,Wallerian Degeneration,1242
MESH:D020324,"Amnesia, Anterograde",1243
MESH:D016301,Alveolar Bone Loss,1244
MESH:D014689,Venous Insufficiency,1245
MESH:D014069,Tonsillitis,1246
MESH:D008551,Melena,1247
MESH:D020158,"Hyperglycinemia, Nonketotic",1248
MESH:D019973,Alcohol-Related Disorders,1249
MESH:D011293,Premenstrual Syndrome,1250
MESH:D004769,Enterovirus Infections,1251
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,1252
MESH:D003668,Pressure Ulcer,1253
MESH:D055154,Dysphonia,1254
MESH:D020821,Dystonic Disorders,1255
MESH:D007818,Laryngeal Diseases,1256
MESH:D015835,Ocular Motility Disorders,1257
MESH:D010608,Pharyngeal Diseases,1258
MESH:D014103,Torticollis,1259
MESH:D014313,Trismus,1260
MESH:D012532,Scabies,1261
MESH:C564777,Male Germ Cell Tumor,1262
MESH:D009373,"Neoplasms, Germ Cell and Embryonal",1263
MESH:D012186,Retroperitoneal Neoplasms,1264
MESH:D018243,Teratocarcinoma,1265
MESH:C563236,Testicular Germ Cell Tumor,1266
MESH:D007383,Intermittent Claudication,1267
MESH:D020426,Sciatic Neuropathy,1268
MESH:D013118,Spinal Cord Diseases,1269
MESH:D016649,Primary Ovarian Insufficiency,1270
MESH:D053627,Asthenozoospermia,1271
MESH:D007680,Kidney Neoplasms,1272
MESH:D001724,Birth Weight,1273
MESH:D052439,Lipid Metabolism Disorders,1274
MESH:D008661,"Metabolism, Inborn Errors",1275
MESH:D018301,"Neoplasms, Mesothelial",1276
MESH:D001997,Bronchopulmonary Dysplasia,1277
MESH:D005142,Eyelid Neoplasms,1278
MESH:D005621,Friedreich Ataxia,1279
MESH:D006391,Hemangioma,1280
MESH:D007969,"Leukomalacia, Periventricular",1281
MESH:D012127,"Respiratory Distress Syndrome, Newborn",1282
MESH:D013991,Tietze's Syndrome,1283
MESH:D005148,Facial Dermatoses,1284
MESH:D009902,Optic Neuritis,1285
MESH:D015814,Ocular Hypotension,1286
MESH:D005401,Fissure in Ano,1287
MESH:D012735,"Sexual Dysfunction, Physiological",1288
MESH:D003923,"Diabetes Mellitus, Lipoatrophic",1289
MESH:D039682,HIV-Associated Lipodystrophy Syndrome,1290
MESH:D006950,"Hyperlipidemia, Familial Combined",1291
MESH:D006954,Hyperlipoproteinemia Type V,1292
MESH:D052456,Hypoalphalipoproteinemias,1293
MESH:D016111,Sjogren-Larsson Syndrome,1294
