DiseaseID,DiseaseName,disease_index
MESH:C536353,VLCAD deficiency,1295
MESH:D000140,"Acidosis, Lactic",1296
MESH:D000141,"Acidosis, Renal Tubular",1297
MESH:D014605,Uveitis,1298
MESH:C537658,"Basal ganglia disease, biotin-responsive",1299
MESH:D004401,Dysarthria,1300
MESH:D053609,Lethargy,1301
MESH:D005757,"Gastritis, Atrophic",1302
MESH:D008679,Metaplasia,1303
MESH:D054972,Postural Orthostatic Tachycardia Syndrome,1304
MESH:D000138,Acidosis,1305
MESH:D020212,Carotid Artery Injuries,1306
MESH:D018236,"Carcinoma, Embryonal",1307
MESH:D004407,Dysgerminoma,1308
MESH:D007822,Laryngeal Neoplasms,1309
MESH:C537844,Nonseminomatous germ cell tumor,1310
MESH:D012514,"Sarcoma, Kaposi",1311
MESH:D018262,"Adenocarcinoma, Clear Cell",1312
MESH:D002288,"Adenocarcinoma, Mucinous",1313
MESH:D056487,"Chemical and Drug Induced Liver Injury, Chronic",1314
MESH:D014604,Uveal Neoplasms,1315
MESH:D012874,"Skin Diseases, Infectious",1316
MESH:D013530,Surgical Wound Infection,1317
MESH:D000096142,Cutaneous Malignant Melanoma,1318
MESH:D002817,Chordoma,1319
MESH:D007952,"Leukemia, Plasma Cell",1320
MESH:D015461,"Leukemia, Prolymphocytic, T-Cell",1321
MESH:D008218,Lymphocytosis,1322
MESH:D054685,"Lymphoma, Primary Effusion",1323
MESH:D010954,Plasmacytoma,1324
MESH:D018232,"Rhabdomyosarcoma, Alveolar",1325
MESH:D018233,"Rhabdomyosarcoma, Embryonal",1326
MESH:D008258,Waldenstrom Macroglobulinemia,1327
MESH:D020301,"Vasospasm, Intracranial",1328
MESH:D055964,Alien Limb Phenomenon,1329
MESH:D002012,Bruxism,1330
MESH:D015154,Esophageal Motility Disorders,1331
MESH:D019569,Hemifacial Spasm,1332
MESH:D001764,Blepharospasm,1333
MESH:D005402,Fistula,1334
MESH:D020234,Gait Ataxia,1335
MESH:D049970,Graves Ophthalmopathy,1336
MESH:D013285,Strabismus,1337
MESH:D053202,"Urinary Incontinence, Urge",1338
MESH:D016534,"Cardiac Output, High",1339
MESH:D005130,Eye Hemorrhage,1340
MESH:D009901,Optic Nerve Diseases,1341
MESH:D000172,Acromegaly,1342
MESH:D000568,Amenorrhea,1343
MESH:D001941,Breast Diseases,1344
MESH:D049912,Growth Hormone-Secreting Pituitary Adenoma,1345
MESH:D006177,Gynecomastia,1346
MESH:D006423,Hemianopsia,1347
MESH:D007006,Hypogonadism,1348
MESH:D007018,Hypopituitarism,1349
MESH:D007775,Lactation Disorders,1350
MESH:C537072,Nonpuerperal galactorrhea,1351
MESH:D009839,Oligomenorrhea,1352
MESH:D011644,Puerperal Disorders,1353
MESH:D020186,Sleep Bruxism,1354
MESH:D019967,Schizophrenia Spectrum and Other Psychotic Disorders,1355
MESH:D015508,Nasal Obstruction,1356
MESH:D036981,"Fasciitis, Plantar",1357
MESH:D010148,Intractable Pain,1358
MESH:D048949,Labor Pain,1359
MESH:D009209,Myofascial Pain Syndromes,1360
MESH:D051474,"Neuralgia, Postherpetic",1361
MESH:D011602,Psychophysiologic Disorders,1362
MESH:D019263,Dysthymic Disorder,1363
MESH:D010842,Pica,1364
OMIM:188890,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",1365
MESH:D007246,Infertility,1366
MESH:D006212,Hallucinations,1367
MESH:D019337,Hematologic Neoplasms,1368
MESH:D054438,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",1369
MESH:D003790,Dental Pulp Necrosis,1370
MESH:D053040,Nephrolithiasis,1371
MESH:D010009,Osteochondrodysplasias,1372
MESH:D018923,Persian Gulf Syndrome,1373
MESH:D051302,Paroxysmal Hemicrania,1374
MESH:D047748,Pituitary ACTH Hypersecretion,1375
MESH:D012481,"Salmonella Infections, Animal",1376
MESH:D020925,"Hypoxia-Ischemia, Brain",1377
MESH:D002105,Cadmium Poisoning,1378
MESH:D051299,Post-Dural Puncture Headache,1379
MESH:D012892,Sleep Deprivation,1380
MESH:D019547,Neck Pain,1381
MESH:D010018,Osteomalacia,1382
MESH:D001849,"Bone Diseases, Endocrine",1383
MESH:D002128,Calcium Metabolism Disorders,1384
MESH:D003922,"Diabetes Mellitus, Type 1",1385
MESH:D006961,Hyperparathyroidism,1386
MESH:D010760,Phosphorus Metabolism Disorders,1387
MESH:D011547,Pseudohypoparathyroidism,1388
MESH:D013959,Thyroid Diseases,1389
MESH:D014808,Vitamin D Deficiency,1390
MESH:D009397,Nephrocalcinosis,1391
MESH:D009408,Nerve Compression Syndromes,1392
MESH:D011128,Polyradiculopathy,1393
MESH:D011671,Pulpitis,1394
MESH:D014883,Water-Electrolyte Imbalance,1395
MESH:D010319,Parturient Paresis,1396
MESH:D012133,Respiratory Paralysis,1397
MESH:D013746,Tetany,1398
MESH:D014806,Vitamin B 12 Deficiency,1399
MESH:D064419,Chemically-Induced Disorders,1400
MESH:D014009,Onychomycosis,1401
MESH:D007968,"Leukoencephalopathy, Progressive Multifocal",1402
MESH:D006975,"Hypertension, Portal",1403
MESH:D019226,Oral Ulcer,1404
MESH:D058225,"Plaque, Amyloid",1405
MESH:D000071057,Tardive Dyskinesia,1406
MESH:D016180,Lentivirus Infections,1407
MESH:D001063,Appendiceal Neoplasms,1408
MESH:D001661,Biliary Tract Neoplasms,1409
MESH:D009382,"Neoplasms, Unknown Primary",1410
MESH:D012004,Rectal Neoplasms,1411
MESH:D008659,Metabolic Diseases,1412
MESH:D053158,Nocturia,1413
MESH:D012678,Sensation Disorders,1414
MESH:D004489,"Edema, Cardiac",1415
MESH:D001022,Aortic Valve Insufficiency,1416
MESH:D000208,Acute Disease,1417
MESH:D001925,"Brain Damage, Chronic",1418
MESH:D020790,"Diabetes Insipidus, Neurogenic",1419
MESH:D004829,"Epilepsy, Generalized",1420
MESH:D019305,"Epilepsy, Rolandic",1421
MESH:D005156,Facial Neuralgia,1422
MESH:D009223,Myotonic Dystrophy,1423
MESH:D009421,Nervous System Malformations,1424
MESH:C563475,Paroxysmal Extreme Pain Disorder,1425
MESH:D003294,"Seizures, Febrile",1426
MESH:D010032,Otitis Externa,1427
MESH:D011704,Pyelonephritis,1428
MESH:D012002,Rectal Diseases,1429
MESH:D000550,Amblyopia,1430
MESH:C538007,"Dystonia, Dopa-responsive",1431
MESH:D020189,Nocturnal Myoclonus Syndrome,1432
MESH:D020754,Spinocerebellar Ataxias,1433
MESH:D016857,Hypocapnia,1434
MESH:D018589,Gastroparesis,1435
MESH:D002283,"Carcinoma, Bronchogenic",1436
MESH:D018269,"Carcinoma, Endometrioid",1437
MESH:D015266,"Carcinoma, Merkel Cell",1438
MESH:D000077216,"Carcinoma, Ovarian Epithelial",1439
MESH:C535944,"Desmoid disease, hereditary",1440
MESH:D017599,Neuroectodermal Tumors,1441
MESH:D015173,Supratentorial Neoplasms,1442
MESH:D014571,Urologic Neoplasms,1443
MESH:D010411,Penile Induration,1444
MESH:C536330,Polycystic liver disease,1445
MESH:C537296,Granulosa cell tumor of the ovary,1446
MESH:D001254,Astrocytoma,1447
MESH:D016543,Central Nervous System Neoplasms,1448
MESH:D004806,Ependymoma,1449
MESH:D007939,Leukemia L1210,1450
MESH:D009442,Neurilemmoma,1451
MESH:D009837,Oligodendroglioma,1452
MESH:D005198,Fanconi Syndrome,1453
MESH:D017240,Mitochondrial Myopathies,1454
MESH:D012202,Reye Syndrome,1455
MESH:C535682,Right ventricle hypoplasia,1456
MESH:D030361,Papillomavirus Infections,1457
MESH:D054318,No-Reflow Phenomenon,1458
MESH:D012206,Rhabdomyolysis,1459
MESH:D055744,Invasive Pulmonary Aspergillosis,1460
MESH:D011855,Radiodermatitis,1461
MESH:D020138,Hyperhomocysteinemia,1462
MESH:C565730,"Diabetes Mellitus, Congenital Autoimmune",1463
MESH:D011001,Pleuropneumonia,1464
MESH:D012488,Salpingitis,1465
MESH:D001442,Bacteroides Infections,1466
MESH:D005831,"Genital Diseases, Female",1467
MESH:D010019,Osteomyelitis,1468
MESH:D001885,Bordetella Infections,1469
MESH:D014917,Whooping Cough,1470
MESH:D003428,Cross Infection,1471
MESH:D008586,"Meningitis, Pneumococcal",1472
MESH:D001899,Borrelia Infections,1473
MESH:D020806,Central Nervous System Bacterial Infections,1474
MESH:D058565,Cerebral Ventriculitis,1475
MESH:D008100,Liver Abscess,1476
MESH:D008193,Lyme Disease,1477
MESH:D020852,Lyme Neuroborreliosis,1478
MESH:D008585,"Meningitis, Meningococcal",1479
MESH:D051346,Mobility Limitation,1480
MESH:D009617,Nocardia Infections,1481
MESH:D010031,Otitis,1482
MESH:D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis",1483
MESH:D004715,Endometriosis,1484
MESH:D005356,Fibromyalgia,1485
MESH:D044483,Intestinal Polyposis,1486
MESH:D007972,"Leukoplakia, Oral",1487
MESH:D010304,Paronychia,1488
MESH:C562730,Adenocarcinoma Of Esophagus,1489
MESH:D000077277,Esophageal Squamous Cell Carcinoma,1490
MESH:D007012,Hypopharyngeal Neoplasms,1491
MESH:D008444,Maxillary Sinus Neoplasms,1492
MESH:D042882,Gallstones,1493
MESH:D009357,Neonatal Abstinence Syndrome,1494
MESH:D001922,Brain Abscess,1495
MESH:D014435,Typhoid Fever,1496
MESH:D014005,Tinea,1497
MESH:D000430,Alcohol Withdrawal Delirium,1498
MESH:D015823,Acanthamoeba Keratitis,1499
MESH:D003773,Dental Plaque,1500
MESH:D005891,Gingivitis,1501
MESH:D060605,Hyalohyphomycosis,1502
MESH:D017001,Tooth Demineralization,1503
MESH:D012400,Rotavirus Infections,1504
MESH:D013553,Swine Diseases,1505
MESH:D003240,Connective Tissue Diseases,1506
MESH:D017454,"Dermatitis, Photoallergic",1507
MESH:D016766,Feline Infectious Peritonitis,1508
MESH:D006232,"Hand, Foot and Mouth Disease",1509
MESH:D007918,Leprosy,1510
MESH:D008101,"Liver Abscess, Amebic",1511
MESH:D008178,"Lupus Erythematosus, Cutaneous",1512
MESH:D017520,Mucinoses,1513
MESH:D012507,Sarcoidosis,1514
MESH:D000071243,Zika Virus Infection,1515
MESH:D004404,"Dysentery, Amebic",1516
MESH:D007299,Insect Bites and Stings,1517
MESH:D001264,Athetosis,1518
MESH:D019955,Conduct Disorder,1519
MESH:D009175,Mycoplasma Infections,1520
MESH:D012560,"Schizophrenia, Catatonic",1521
MESH:D020230,Serotonin Syndrome,1522
MESH:D059352,Musculoskeletal Pain,1523
MESH:D011236,Prediabetic State,1524
MESH:D013471,Sunburn,1525
MESH:D002771,Cholera,1526
MESH:D016137,Spina Bifida Cystica,1527
MESH:D053206,Nocturnal Enuresis,1528
MESH:D017453,"Dermatitis, Irritant",1529
MESH:D009886,Ophthalmoplegia,1530
MESH:D011681,Pupil Disorders,1531
MESH:D009669,Nose Neoplasms,1532
MESH:D003218,Condylomata Acuminata,1533
MESH:D018856,"Cystitis, Interstitial",1534
MESH:D017726,Cytomegalovirus Retinitis,1535
MESH:D027601,Polyomavirus Infections,1536
MESH:D001002,Anuria,1537
MESH:D003221,Confusion,1538
MESH:D006396,Hematemesis,1539
MESH:D008708,Methemoglobinemia,1540
MESH:D009377,Multiple Endocrine Neoplasia,1541
MESH:D019512,"Pancreatitis, Alcoholic",1542
MESH:D010439,Peptic Ulcer Perforation,1543
MESH:D010689,Phlebitis,1544
MESH:D012468,Salivary Gland Neoplasms,1545
MESH:D015043,Zollinger-Ellison Syndrome,1546
MESH:D049950,"Hyperparathyroidism, Primary",1547
MESH:D063806,Myalgia,1548
MESH:D011818,Rabies,1549
MESH:D012478,Salmonella Food Poisoning,1550
MESH:D000881,Anthrax,1551
MESH:D004756,Enterobacteriaceae Infections,1552
MESH:D004823,Epididymitis,1553
MESH:D015270,Mycobacterium avium-intracellulare Infection,1554
MESH:D010000,Osteitis,1555
MESH:D010930,Plague,1556
MESH:D012003,Rectal Fistula,1557
MESH:D014399,"Tuberculosis, Spinal",1558
MESH:D000307,Adrenal Gland Diseases,1559
MESH:D001005,Anus Neoplasms,1560
MESH:D019046,Bone Marrow Neoplasms,1561
MESH:D001984,Bronchial Neoplasms,1562
MESH:D021441,"Carcinoma, Pancreatic Ductal",1563
MESH:D005185,Fallopian Tube Neoplasms,1564
MESH:D005833,"Genital Neoplasms, Female",1565
MESH:D018197,Hepatoblastoma,1566
MESH:D015620,"Histiocytic Disorders, Malignant",1567
MESH:D007890,Leiomyosarcoma,1568
MESH:D008207,Lymphatic Metastasis,1569
MESH:D018328,"Melanoma, Amelanotic",1570
MESH:D009375,"Neoplasms, Glandular and Epithelial",1571
MESH:D010236,"Paraganglioma, Extra-Adrenal",1572
MESH:D010997,Pleural Neoplasms,1573
MESH:C538370,Retroperitoneal liposarcoma,1574
MESH:D013584,"Sarcoma, Synovial",1575
MESH:D013724,Teratoma,1576
MESH:D014134,Tracheal Neoplasms,1577
MESH:D014523,Urethral Neoplasms,1578
MESH:D014565,Urogenital Neoplasms,1579
MESH:D014625,Vaginal Neoplasms,1580
MESH:D000275,Adjustment Disorders,1581
MESH:D057215,Body Dysmorphic Disorders,1582
MESH:D007174,"Disruptive, Impulse Control, and Conduct Disorders",1583
MESH:D007943,"Leukemia, Hairy Cell",1584
MESH:D000008,Abdominal Neoplasms,1585
MESH:C538178,Acrodermatitis enteropathica,1586
MESH:D008010,Lichen Planus,1587
MESH:D014623,Vaginal Diseases,1588
MESH:D014820,Vitiligo,1589
MESH:D014845,Vulvar Diseases,1590
MESH:D015439,"Leprosy, Borderline",1591
MESH:D015440,"Leprosy, Lepromatous",1592
MESH:D056006,"Leprosy, Multibacillary",1593
MESH:D016883,Diabetic Ketoacidosis,1594
MESH:D000068079,Motor Disorders,1595
MESH:D052556,"Niemann-Pick Disease, Type C",1596
MESH:D000858,Anovulation,1597
MESH:D009450,Neurodermatitis,1598
MESH:C538136,Hyperexplexia hereditary,1599
MESH:D020187,REM Sleep Behavior Disorder,1600
MESH:D053608,Stupor,1601
MESH:D014715,Vertebrobasilar Insufficiency,1602
MESH:D014647,Varicose Ulcer,1603
MESH:D001883,Borderline Personality Disorder,1604
MESH:D007010,Hyponatremia,1605
MESH:D020961,Lewy Body Disease,1606
MESH:D010262,Paraphilic Disorders,1607
MESH:C563161,Hypertensive Nephropathy,1608
MESH:D055031,Primary Graft Dysfunction,1609
MESH:D011529,"Protozoan Infections, Animal",1610
MESH:D006985,Hyperventilation,1611
MESH:D007766,Lacrimal Apparatus Diseases,1612
MESH:D005128,Eye Diseases,1613
MESH:D000006,"Abdomen, Acute",1614
MESH:D004844,Epistaxis,1615
MESH:D011596,Psychomotor Disorders,1616
MESH:D004198,Disease Susceptibility,1617
MESH:D013281,"Stomatitis, Aphthous",1618
MESH:D016463,Sweet Syndrome,1619
MESH:D004412,Dysmenorrhea,1620
MESH:D007889,Leiomyoma,1621
MESH:D006628,Hirsutism,1622
MESH:D006527,Hepatolenticular Degeneration,1623
MESH:D007706,Menkes Kinky Hair Syndrome,1624
MESH:D030401,Cytochrome-c Oxidase Deficiency,1625
MESH:D008664,"Metal Metabolism, Inborn Errors",1626
MESH:D017545,"Aortic Aneurysm, Thoracic",1627
MESH:D007984,Leydig Cell Tumor,1628
MESH:D018319,Neurofibrosarcoma,1629
MESH:D014694,Ventricular Outflow Obstruction,1630
MESH:D002114,Calcinosis,1631
MESH:D006104,"Granuloma, Plasma Cell",1632
MESH:D055756,Meningeal Carcinomatosis,1633
MESH:D000016,"Abnormalities, Radiation-Induced",1634
MESH:D000015,"Abnormalities, Multiple",1635
MESH:D010859,Pigmentation Disorders,1636
MESH:D003103,Coloboma,1637
MESH:D016510,Corneal Neovascularization,1638
MESH:D015417,Hereditary Sensory and Motor Neuropathy,1639
MESH:D034141,Hypoalbuminemia,1640
MESH:D009385,Neoplastic Processes,1641
MESH:D009423,Nervous System Neoplasms,1642
MESH:D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1643
MESH:D010673,Pheochromocytoma,1644
MESH:D015863,Iridocyclitis,1645
MESH:D000744,"Anemia, Hemolytic, Autoimmune",1646
MESH:D000783,Aneurysm,1647
MESH:D053099,Azotemia,1648
MESH:D002296,Carcinosarcoma,1649
MESH:D058405,Desmoplastic Small Round Cell Tumor,1650
MESH:D058922,Inflammatory Breast Neoplasms,1651
MESH:D017563,"Lung Diseases, Interstitial",1652
MESH:D020945,"Lupus Vasculitis, Central Nervous System",1653
MESH:D054391,"Lymphoma, Extranodal NK-T-Cell",1654
MESH:D020422,Mononeuropathies,1655
MESH:D018213,"Neoplasms, Bone Tissue",1656
MESH:D056653,Rheumatoid Vasculitis,1657
MESH:D012793,Sialadenitis,1658
MESH:D013479,Superior Vena Cava Syndrome,1659
MESH:D013967,"Thyroiditis, Autoimmune",1660
MESH:D006457,"Hemoglobinuria, Paroxysmal",1661
MESH:D007638,Keratoconjunctivitis Sicca,1662
MESH:D008199,Lymphadenitis,1663
MESH:D009145,Mushroom Poisoning,1664
MESH:D012625,Sebaceous Gland Diseases,1665
MESH:D012769,Shock,1666
MESH:D013086,Spermatic Cord Torsion,1667
MESH:D013262,Stevens-Johnson Syndrome,1668
MESH:D015866,"Uveitis, Posterior",1669
MESH:D020417,"Nystagmus, Congenital",1670
MESH:D009347,Nelson Syndrome,1671
MESH:D007039,Hypotrichosis,1672
MESH:D003554,Cystinosis,1673
MESH:D005158,Facial Paralysis,1674
MESH:D015448,"Leukemia, B-Cell",1675
MESH:D015479,"Leukemia, Myelomonocytic, Acute",1676
MESH:D007953,"Leukemia, Radiation-Induced",1677
MESH:D010034,Otitis Media with Effusion,1678
MESH:D061686,Premature Ejaculation,1679
MESH:D018222,Desmoid Tumors,1680
MESH:D003557,Phyllodes Tumor,1681
MESH:D018241,"Neuroectodermal Tumors, Primitive, Peripheral",1682
MESH:D010001,Osteitis Deformans,1683
MESH:D018227,"Sarcoma, Clear Cell",1684
MESH:D017254,Leukemic Infiltration,1685
MESH:D054179,"Angioedemas, Hereditary",1686
MESH:D005350,Fibroma,1687
MESH:D056829,Hereditary Angioedema Types I and II,1688
MESH:D010198,Pancytopenia,1689
MESH:D011696,"Purpura, Thrombocytopenic",1690
MESH:D008305,Malignant Hyperthermia,1691
MESH:C537480,Miyoshi myopathy,1692
MESH:D010264,Paraplegia,1693
MESH:D003874,Dermatitis Herpetiformis,1694
MESH:D004893,Erythema Nodosum,1695
MESH:D016460,Granuloma Annulare,1696
MESH:D015441,"Leprosy, Tuberculoid",1697
MESH:D010390,"Pemphigoid, Benign Mucous Membrane",1698
MESH:D012872,"Skin Diseases, Vesiculobullous",1699
MESH:D003354,Corynebacterium Infections,1700
MESH:D060050,"Angina, Stable",1701
MESH:D015466,"Leukemia, Myeloid, Chronic-Phase",1702
MESH:D006474,Hemorrhagic Disorders,1703
MESH:D004701,Endocrine Gland Neoplasms,1704
MESH:D017086,beta-Thalassemia,1705
MESH:D029503,"Anemia, Diamond-Blackfan",1706
MESH:D006486,Hemosiderosis,1707
MESH:D013789,Thalassemia,1708
MESH:D014514,Ureteral Calculi,1709
MESH:D000309,Adrenal Insufficiency,1710
MESH:D007738,Kyphosis,1711
MESH:D020896,Hypovolemia,1712
MESH:D007177,Inappropriate ADH Syndrome,1713
MESH:D019318,Porcine Reproductive and Respiratory Syndrome,1714
MESH:D002032,Bulimia,1715
MESH:D052018,Bulimia Nervosa,1716
MESH:D003244,Consciousness Disorders,1717
MESH:D000169,Acrodermatitis,1718
MESH:C562707,"ACTH Deficiency, Isolated",1719
MESH:D000312,"Adrenal Hyperplasia, Congenital",1720
MESH:D000856,Anorexia Nervosa,1721
MESH:D020202,"Cerebral Hemorrhage, Traumatic",1722
MESH:D065306,Corneal Injuries,1723
MESH:D004443,Echinococcosis,1724
MESH:D020345,"Enterocolitis, Necrotizing",1725
MESH:D006102,"Granuloma, Laryngeal",1726
MESH:D006406,Hematoma,1727
MESH:D055959,Intervertebral Disc Degeneration,1728
MESH:D007829,Laryngostenosis,1729
MESH:D008471,Meconium Aspiration Syndrome,1730
MESH:D017241,MELAS Syndrome,1731
MESH:D008579,Meningioma,1732
MESH:D009220,Myositis,1733
MESH:D009230,Myxedema,1734
MESH:D009755,Night Blindness,1735
MESH:D009846,Oliguria,1736
MESH:D010265,Paraproteinemias,1737
MESH:D010899,Pituitary Apoplexy,1738
MESH:D010996,Pleural Effusion,1739
MESH:D020069,Shoulder Pain,1740
MESH:D018746,Systemic Inflammatory Response Syndrome,1741
MESH:D014012,Tinnitus,1742
MESH:D016781,"Toxoplasmosis, Cerebral",1743
MESH:D000068099,Trauma and Stressor Related Disorders,1744
MESH:D009041,Motion Sickness,1745
MESH:D020828,Pseudobulbar Palsy,1746
MESH:D007794,"Lameness, Animal",1747
MESH:D013064,Speech Disorders,1748
MESH:D044903,Congenital Hyperinsulinism,1749
MESH:D006008,Glycogen Storage Disease,1750
MESH:C537150,"Hypoglycemia, leucine-induced",1751
MESH:D046768,Nesidioblastosis,1752
MESH:C538543,Preeclamptic toxemia,1753
MESH:D006374,"Helminthiasis, Animal",1754
MESH:D006925,Hymenolepiasis,1755
MESH:D009349,Nematode Infections,1756
MESH:D017194,Oxyurida Infections,1757
MESH:D014257,Trichuriasis,1758
MESH:D020421,Vagus Nerve Diseases,1759
MESH:D059787,Acute Pain,1760
MESH:D041761,Cholecystolithiasis,1761
MESH:D013167,"Spondylitis, Ankylosing",1762
MESH:D048968,Morning Sickness,1763
MESH:D019588,"Aging, Premature",1764
MESH:D008118,Loiasis,1765
MESH:D000022,"Abortion, Spontaneous",1766
MESH:D028227,"Amyloid Neuropathies, Familial",1767
MESH:D002037,Bundle-Branch Block,1768
MESH:D018880,Atrial Premature Complexes,1769
MESH:D005761,"Gastroenteritis, Transmissible, of Swine",1770
MESH:D006530,Hepatorenal Syndrome,1771
MESH:D011660,Pulmonary Heart Disease,1772
MESH:D002598,Chagas Cardiomyopathy,1773
MESH:D004374,"Ductus Arteriosus, Patent",1774
MESH:D004437,Ebstein Anomaly,1775
MESH:D008944,Mitral Valve Insufficiency,1776
MESH:D005262,Feminization,1777
MESH:D000788,"Angina Pectoris, Variant",1778
MESH:C536421,Prinzmetal's variant angina,1779
MESH:D053840,Brugada Syndrome,1780
MESH:D007759,Labyrinth Diseases,1781
MESH:D013547,"Sweating, Gustatory",1782
MESH:D007855,Lead Poisoning,1783
MESH:D018159,Endolymphatic Hydrops,1784
MESH:D001404,Babesiosis,1785
MESH:D019106,Postoperative Hemorrhage,1786
MESH:D006473,Postpartum Hemorrhage,1787
MESH:D011273,"Pregnancy, Prolonged",1788
MESH:D001651,"Cholestasis, Extrahepatic",1789
MESH:D014832,Voice Disorders,1790
MESH:D050723,"Fractures, Bone",1791
MESH:D017889,Exfoliation Syndrome,1792
MESH:D057066,Low Tension Glaucoma,1793
MESH:D056627,Peritoneal Fibrosis,1794
MESH:D056844,Renal Colic,1795
MESH:D005117,"Cardiac Complexes, Premature",1796
MESH:D020196,"Trauma, Nervous System",1797
MESH:D001238,Asphyxia Neonatorum,1798
MESH:D054549,Takotsubo Cardiomyopathy,1799
MESH:D012983,Soft Tissue Neoplasms,1800
MESH:C537171,Paraquat lung,1801
MESH:D010547,Persistent Fetal Circulation Syndrome,1802
MESH:D001748,Urinary Bladder Neck Obstruction,1803
MESH:C535648,Familial primary gastric lymphoma,1804
MESH:D006394,Hemangiosarcoma,1805
MESH:D001019,Aortic Rupture,1806
MESH:D003715,Dengue,1807
MESH:D004184,Dirofilariasis,1808
MESH:D034161,Pelvic Infection,1809
MESH:D011475,Prosthesis Failure,1810
MESH:D011625,Pterygium,1811
MESH:D002575,Uterine Cervicitis,1812
MESH:D000080424,Cytokine Release Syndrome,1813
MESH:D001004,Anus Diseases,1814
MESH:D001835,Body Weight,1815
MESH:D002764,Cholecystitis,1816
MESH:D002769,Cholelithiasis,1817
MESH:D014098,Toothache,1818
MESH:D000033,"Abortion, Threatened",1819
MESH:C538173,Acquired angioedema,1820
MESH:D056828,Hereditary Angioedema Type III,1821
MESH:D015821,"Eye Infections, Fungal",1822
MESH:D007634,Keratitis,1823
MESH:D010854,Piedra,1824
MESH:D002249,Carbon Monoxide Poisoning,1825
MESH:D000081015,Ototoxicity,1826
MESH:C548016,Hypermanganesemia with Dystonia Polycythemia and Cirrhosis,1827
MESH:D009468,Neuromuscular Diseases,1828
MESH:D065646,"Thyroid Carcinoma, Anaplastic",1829
MESH:D018279,"Carcinoma, Signet Ring Cell",1830
MESH:D011086,Polycythemia,1831
MESH:D002538,Intracranial Arteriovenous Malformations,1832
MESH:D016489,"Head Injuries, Closed",1833
MESH:D054059,Coronary Occlusion,1834
MESH:D011250,"Pregnancy Complications, Hematologic",1835
MESH:D054908,Extensively Drug-Resistant Tuberculosis,1836
MESH:D001988,Bronchiolitis,1837
MESH:D003440,Croup,1838
MESH:D004387,Dupuytren Contracture,1839
MESH:D005512,Food Hypersensitivity,1840
MESH:D007819,Laryngeal Edema,1841
MESH:D010412,Penile Neoplasms,1842
MESH:D006344,"Heart Septal Defects, Atrial",1843
MESH:C537700,Juvenile osteoporosis,1844
MESH:D010020,Osteonecrosis,1845
MESH:D003027,Cluster Headache,1846
MESH:D002169,Campylobacter Infections,1847
MESH:D053159,Dysuria,1848
MESH:D013978,Tibial Fractures,1849
MESH:D017588,Hyperandrogenism,1850
MESH:D006059,Gonadal Dysgenesis,1851
MESH:D060825,Cognitive Dysfunction,1852
MESH:D014596,Uterine Prolapse,1853
MESH:D009165,"Mycobacterium Infections, Nontuberculous",1854
MESH:D020306,"Tuberculosis, Central Nervous System",1855
MESH:D014388,"Tuberculosis, Lymph Node",1856
MESH:D014391,"Tuberculosis, Miliary",1857
MESH:D014394,"Tuberculosis, Osteoarticular",1858
MESH:D014396,"Tuberculosis, Pleural",1859
MESH:D001247,Asthenia,1860
MESH:D054079,Vascular Malformations,1861
MESH:D014811,Vitamin E Deficiency,1862
MESH:D004428,Ear Neoplasms,1863
MESH:D017699,Pelvic Pain,1864
MESH:D058566,Sacroiliitis,1865
MESH:D018239,Seminoma,1866
MESH:D007644,Darier Disease,1867
MESH:D010916,Pityriasis Rubra Pilaris,1868
MESH:D014402,Tuberous Sclerosis,1869
MESH:C537345,Sitosterolemia,1870
MESH:D007000,Hypodermyiasis,1871
MESH:D004935,Esophageal Diseases,1872
MESH:D009078,Mucocele,1873
MESH:D010438,Peptic Ulcer Hemorrhage,1874
MESH:D018195,Adenosarcoma,1875
MESH:D015597,"Pregnancy Complications, Parasitic",1876
MESH:D054078,Mevalonate Kinase Deficiency,1877
MESH:D000079690,Postoperative Cognitive Complications,1878
MESH:D006482,"Hemorrhagic Fevers, Viral",1879
MESH:D045464,Henipavirus Infections,1880
MESH:D020195,"Epilepsy, Reflex",1881
MESH:C535500,"Epileptic encephalopathy, Lennox-Gastaut type",1882
MESH:D017191,Ascaridida Infections,1883
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,1884
MESH:D002578,Uterine Cervical Dysplasia,1885
MESH:D006952,Hyperlipoproteinemia Type III,1886
MESH:D005222,Mental Fatigue,1887
MESH:D017192,"Skin Diseases, Bacterial",1888
MESH:D018461,Soft Tissue Infections,1889
MESH:D012811,Sigmoid Neoplasms,1890
MESH:D002179,"Candidiasis, Cutaneous",1891
MESH:D014008,Tinea Pedis,1892
MESH:D014010,Tinea Versicolor,1893
MESH:D000224,Addison Disease,1894
MESH:D000506,Alopecia Areata,1895
MESH:D020236,"Amnesia, Transient Global",1896
MESH:D012791,Shy-Drager Syndrome,1897
MESH:D006970,Disorders of Excessive Somnolence,1898
MESH:D012913,Snoring,1899
MESH:D000080365,Birdshot Chorioretinopathy,1900
MESH:D020256,Choroidal Neovascularization,1901
MESH:D002921,Cicatrix,1902
