ChemicalID,ChemicalName,drug_index
C013591,"aluminum hydroxide, magnesium hydroxide, drug combination",1156
C008570,"aluminum hydroxide, magnesium hydroxide, simethicone drug combination",1157
D000538,Aluminum Silicates,1158
C041524,aluminum sulfate,1159
C010846,alverine,1160
C419502,alvimopan,1161
C077990,alvocidib,1162
C439263,AM 1241,1163
C103505,AM 251,1164
C109925,AM 281,1165
C401121,AM 36,1166
C529765,AM4113,1167
C068073,Am 580,1168
C551825,AM6545,1169
C010158,amafolone,1170
D000547,Amantadine,1171
C102609,amarogentin,1172
C016977,amastatin,1173
D000549,Ambenonium Chloride,1174
C467894,ambrisentan,1175
D000551,Ambroxol,1176
C077110,ambroxol-theophylline-7-acetate,1177
C012716,amcinonide,1178
D000560,Amdinocillin,1179
D000561,Amdinocillin Pivoxil,1180
C098393,amdoxovir,1181
C016215,amedin,1182
C011164,amentoflavone,1183
C027784,amezinium,1184
C059764,AMF protocol,1185
C557933,AMG-837,1186
D000577,Amides,1187
D000578,Amidines,1188
D000077770,Amifampridine,1189
D004999,Amifostine,1190
D000583,Amikacin,1191
D000584,Amiloride,1192
C010247,"amiloride, hydrochlorothiazide drug combination",1193
C011597,amineptin,1194
D000596,Amino Acids,1195
D000602,"Amino Acids, Peptides, and Proteins",1196
D062365,Aminobenzoates,1197
D000613,Aminobutyrates,1198
D015119,Aminocaproic Acid,1199
D000616,Aminoglutethimide,1200
D000617,Aminoglycosides,1201
D000622,Aminolevulinic Acid,1202
D000625,Aminooxyacetic Acid,1203
D000628,Aminophylline,1204
D000632,Aminopyrine,1205
D000635,Aminorex,1206
D010131,Aminosalicylic Acid,1207
D000636,Aminosalicylic Acids,1208
D000638,Amiodarone,1209
C017823,amiprophos methyl,1210
C049860,amiridine,1211
D000077582,Amisulpride,1212
C014983,amitraz,1213
D000639,Amitriptyline,1214
C006566,amitriptyline N-oxide,1215
C015209,"amitriptyline, perphenazine drug combination",1216
D000640,Amitrole,1217
C045742,amlexanox,1218
D017311,Amlodipine,1219
C487936,"amlodipine, atorvastatin drug combination",1220
D000068838,"Amlodipine, Valsartan Drug Combination",1221
C018824,ammonium acetate,1222
D000643,Ammonium Chloride,1223
D064753,Ammonium Hydroxide,1224
C054105,"ammonium trichloro(dioxoethylene-O,O'-)tellurate",1225
D000654,Amobarbital,1226
D000655,Amodiaquine,1227
C515299,"amodiaquine, artesunate drug combination",1228
C038974,amorolfine,1229
D000657,Amoxapine,1230
D000658,Amoxicillin,1231
D019980,Amoxicillin-Potassium Clavulanate Combination,1232
C049058,amperozide,1233
D000661,Amphetamine,1234
D000662,Amphetamines,1235
D000666,Amphotericin B,1236
C059765,"amphotericin B, deoxycholate drug combination",1237
D000667,Ampicillin,1238
C095108,amprenavir,1239
D000676,Amrinone,1240
D000677,Amsacrine,1241
C553921,amurensin G,1242
C511312,amyrone,1243
C015679,anabasamine,1244
D045930,Anabolic Agents,1245
D048729,Anacardic Acids,1246
C021139,anagrelide,1247
D000700,Analgesics,1248
D000701,"Analgesics, Opioid",1249
C078814,anandamide,1250
C068090,anantin,1251
D000077384,Anastrozole,1252
C039323,ANAVACYM protocol,1253
D000721,Ancrod,1254
D000726,Androgen Antagonists,1255
D000728,Androgens,1256
C000713167,Andrographis paniculata extract,1257
C030419,andrographolide,1258
D000731,Androstanes,1259
C073427,anemarsaponin B,1260
C473640,anemoside A3,1261
C000620474,anemoside B4,1262
D000777,Anesthetics,1263
D018686,"Anesthetics, Intravenous",1264
C006578,anethole,1265
D000781,Anethole Trithione,1266
C044613,angelicae sinensis extract,1267
C011659,angelicin,1268
D020533,Angiogenesis Inhibitors,1269
D043168,Angiostatins,1270
D000806,Angiotensin-Converting Enzyme Inhibitors,1271
C118790,angiotensin I (1-7),1272
C014805,"angiotensin II, Sar(1)-Thr(8)-",1273
D047228,Angiotensin II Type 1 Receptor Blockers,1274
D057911,Angiotensin Receptor Antagonists,1275
C000620716,Angong Niuhuang Pill,1276
D000077612,Anidulafungin,1277
C100232,anileridine,1278
D000838,Anions,1279
C045313,anipamil,1280
C036466,aniracetam,1281
C010679,anisindione,1282
C003922,anisodamine,1283
D000841,Anisomycin,1284
C539751,ankaferd blood stopper,1285
C499916,ankaflavin,1286
C053442,annonacin,1287
D000863,Antacids,1288
C103016,antalarmin,1289
C507241,antarth,1290
D000865,Antazoline,1291
C561899,antcin A,1292
D000871,Anthelmintics,1293
D000872,Anthocyanins,1294
D000873,Anthracenes,1295
D018943,Anthracyclines,1296
D000875,Anthralin,1297
D000880,Anthraquinones,1298
D014151,Anti-Anxiety Agents,1299
D000889,Anti-Arrhythmia Agents,1300
D018927,Anti-Asthmatic Agents,1301
D000900,Anti-Bacterial Agents,1302
D000924,Anticholesteremic Agents,1303
D000925,Anticoagulants,1304
D000927,Anticonvulsants,1305
D000928,Antidepressive Agents,1306
D000929,"Antidepressive Agents, Tricyclic",1307
D000935,Antifungal Agents,1308
D000936,Antigen-Antibody Complex,1309
D019380,Anti-HIV Agents,1310
D000959,Antihypertensive Agents,1311
D000893,Anti-Inflammatory Agents,1312
D000894,"Anti-Inflammatory Agents, Non-Steroidal",1313
D000961,Antilymphocyte Serum,1314
C029764,antimacrophage globulin,1315
D000962,Antimalarials,1316
C119872,antimicrobial peptide IB-367,1317
D000965,Antimony,1318
D000966,Antimony Potassium Tartrate,1319
D000967,Antimony Sodium Gluconate,1320
C026019,antimony sodium tartrate,1321
C037554,antimony trioxide,1322
D000968,Antimycin A,1323
D000969,Antinematodal Agents,1324
D000970,Antineoplastic Agents,1325
D018906,"Antineoplastic Agents, Alkylating",1326
D000074322,"Antineoplastic Agents, Immunological",1327
C052090,antineoplaston A5,1328
D000975,Antioxidants,1329
D000978,Antiparkinson Agents,1330
D000981,Antiprotozoal Agents,1331
D014150,Antipsychotic Agents,1332
D000983,Antipyrine,1333
D044966,Anti-Retroviral Agents,1334
D018501,Antirheumatic Agents,1335
D000991,Antithrombins,1336
D013956,Antithyroid Agents,1337
D000992,Antitoxins,1338
D000995,Antitubercular Agents,1339
D000897,Anti-Ulcer Agents,1340
D000997,Antivenins,1341
D000998,Antiviral Agents,1342
C473343,antofine,1343
C017014,antrafenine,1344
C558369,antrocin,1345
C545357,antroquinonol,1346
C121166,AO-8 formulation,1347
C094049,apaflurane,1348
C572045,apalutamide,1349
D001030,Apamin,1350
C495199,apelin-13 peptide,1351
C501880,"APETx2 protein, Anthopleura elegantissima",1352
D016590,Aphidicolin,1353
D047310,Apigenin,1354
C530449,"apigenin-6,8-di-C-glycopyranoside",1355
C540362,apigenin-6-C-(2''-O-rhamnopyranosyl)-fucopyranoside,1356
C504227,apilimod,1357
C499671,aplaviroc,1358
D001058,Apomorphine,1359
C526219,apple polyphenol extract,1360
C016986,apraclonidine,1361
C505730,apremilast,1362
D000077608,Aprepitant,1363
D001073,Aprindine,1364
C000593705,APY0201,1365
D016718,Arachidonic Acid,1366
D001095,Arachidonic Acids,1367
C119325,arachidonyl-2-chloroethylamide,1368
C119324,arachidonylcyclopropylamide,1369
C081565,arachidonyltrifluoromethane,1370
C059427,aranidipine,1371
C447099,aranoza,1372
C031986,arbekacin,1373
D001104,Arbutin,1374
C546977,AR C155858,1375
C032994,AR-C239,1376
C006624,arcaine,1377
C077992,arctiin,1378
D001115,Arecoline,1379
C555574,argan oil,1380
C031942,argatroban,1381
D001120,Arginine,1382
C059083,arginine 2-mercaptoethane sulfonate,1383
D001127,Arginine Vasopressin,1384
C506540,"arginyl-2,'6'-dimethyltyrosyl-lysyl-phenylalaninamide",1385
C047981,arginyl-glycyl-aspartic acid,1386
D000068180,Aripiprazole,1387
C000228,aristolochic acid I,1388
C061640,arjunolic acid,1389
C026987,aroclor 1260,1390
C470200,arodyn,1391
C080220,aromadedrin,1392
C554991,aromadendrin 3-O-beta-D-glucopyranoside,1393
D047072,Aromatase Inhibitors,1394
C024523,arotinolol,1395
C551661,ARQ 197,1396
D001148,Arsenamide,1397
D001151,Arsenic,1398
D001152,Arsenicals,1399
C058317,arsenic disulfide,1400
D000077237,Arsenic Trioxide,1401
C045816,arsenic trisulfide,1402
C488405,Arsenicum Album-200,1403
C015001,arsenite,1404
D001153,Arsphenamine,1405
C006634,arteannuin B,1406
D000077549,Artemether,1407
C054132,artemetin,1408
C047721,artemisic acid,1409
C031327,artemisinin,1410
D037621,Artemisinins,1411
C055141,artemotil,1412
C039060,artenimol,1413
C010034,Arteparon,1414
D000077332,Artesunate,1415
C078133,Arthrotec,1416
C121153,arvanil,1417
C500823,arvelexin,1418
C573282,arylomycin A-C16,1419
C517830,arzanol,1420
C505862,AS 19 compound,1421
C012195,asarone,1422
C043372,ascaridole,1423
C011669,ascorbate-2-phosphate,1424
D001205,Ascorbic Acid,1425
C522667,asenapine,1426
C030693,Ashwagandha,1427
C000713447,Asian ginseng,1428
C017032,asiatic acid,1429
C004446,asiaticoside,1430
C022870,asoxime chloride,1431
C000632156,ASP8477,1432
C517016,aspalathin,1433
D001218,Aspartame,1434
C077956,asperuloside,1435
C010302,aspidin BB,1436
D001241,Aspirin,1437
D000068342,"Aspirin, Dipyridamole Drug Combination",1438
C025153,Aspirin-oxycodone hydrochloride-oxycodone terephthalate combination,1439
C040896,AST 120,1440
C005948,astaxanthine,1441
D016589,Astemizole,1442
C099069,astilbin,1443
C001579,astragalin,1444
C052064,astragaloside A,1445
C000632696,astragaloside VI,1446
C104416,astressin,1447
C120841,astressin B,1448
C121481,astringin,1449
C042315,asulacrine,1450
D000069446,Atazanavir Sulfate,1451
D001262,Atenolol,1452
C035884,"atenolol, chlortalidone drug combinations",1453
C017998,atherospermine,1454
C050701,atipamezole,1455
C431129,ATL 146e,1456
D000069445,Atomoxetine Hydrochloride,1457
D000069059,Atorvastatin,1458
C047046,atosiban,1459
D053626,Atovaquone,1460
C109496,"atovaquone, proguanil drug combination",1461
C497332,AT protocol,1462
C424802,atractylenolide III,1463
C046196,atractylon,1464
D001279,Atracurium,1465
C026304,atranorin,1466
D000077868,Atrasentan,1467
C096921,atreleuton,1468
D001285,Atropine,1469
D001286,Atropine Derivatives,1470
C006650,aucubin,1471
D001310,Auranofin,1472
C105832,aurapten,1473
D006051,Aurothioglucose,1474
C049636,AVCF protocol,1475
C469726,AVE 0991,1476
C479877,AVE 7688,1477
C064082,AVI protocol,1478
C438273,aviptadil,1479
C103231,avitriptan,1480
C470045,AWD 12-281,1481
C116306,AWD 131-138,1482
D000077784,Axitinib,1483
C100697,AZ 002,1484
C562236,aza-(6)-gingerol,1485
C000109,azabicyclane,1486
D001374,Azacitidine,1487
C010329,azadirachtin,1488
C479321,azadiradione,1489
C004448,azapetine,1490
C100231,azaribine,1491
C099015,azaspirane,1492
C006656,azatadine,1493
D001379,Azathioprine,1494
D001380,Azauridine,1495
C517975,AZD 6244,1496
C010038,azelaic acid,1497
C020976,azelastine,1498
D001381,Azepines,1499
D001384,Azetidines,1500
C006659,azidomorphine,1501
C521273,azilsartan,1502
C086123,azimilide,1503
C051054,azinomycin A,1504
C051055,azinomycin B,1505
C515726,azinomycin epoxide,1506
D017963,Azithromycin,1507
D001390,Azlocillin,1508
C092761,azonafide,1509
D001397,Azoxymethane,1510
C087670,azoxystrobin,1511
D001398,Aztreonam,1512
C011674,bacampicillin,1513
D001414,Bacitracin,1514
C001816,"bacitracin zinc, neomycin sulfate, polymyxin B, drug combination",1515
D001418,Baclofen,1516
C076190,BACOD protocol,1517
C442170,bacopaside I,1518
C442169,bacopaside II,1519
C500175,bacoside A,1520
D001427,Bacterial Toxins,1521
C051019,BAEC protocol,1522
C040929,bafilomycin A1,1523
C006680,baicalein,1524
C550990,baicalein-7-O-diglucoside,1525
C038044,baicalin,1526
C012765,bakuchiol,1527
C530825,balapiravir,1528
C038637,balsalazide,1529
C117546,BAM 1120,1530
C047766,bambuterol,1531
C487581,bananin,1532
C000630584,banxia xiexin decoction,1533
D001463,Barbiturates,1534
C445068,bardoxolone methyl,1535
C000596027,baricitinib,1536
C051168,basil oil,1537
C060190,batanopride,1538
C080985,batimastat,1539
D012103,Batroxobin,1540
C468752,bavachinin,1541
C574166,bavisant,1542
C416282,BAY 11-7085,1543
C480588,BAY 58-2667,1544
C518875,BAY 60-6583,1545
C076692,Baypamun HK,1546
C071435,BAY u9773,1547
C447119,bazedoxifene,1548
C101468,BB 1101,1549
C084553,BC 264,1550
C042557,B-CAVe protocol,1551
D001500,BCG Vaccine,1552
C111479,BCH 2763,1553
C085527,BD 1008,1554
C104916,BDP 29,1555
C010652,BE 2254,1556
C080815,BEACOPP protocol,1557
C057058,BEAM regimen,1558
D001507,Beclomethasone,1559
C493870,bedaquiline,1560
D001514,Bee Venoms,1561
C473959,befiradol,1562
C006034,befunolol,1563
C539549,begacestat,1564
C487081,belinostat,1565
D001533,Belladonna Alkaloids,1566
C091291,bellidifolin,1567
C520022,belnacasan,1568
C116963,belotecan,1569
C042253,bemesetron,1570
D001535,Benactyzine,1571
C044946,benazepril,1572
C052133,benazeprilat,1573
D000069461,Bendamustine Hydrochloride,1574
C036067,bendazac lysine,1575
D001539,Bendroflumethiazide,1576
C001584,benfluorex,1577
C061004,benidipine,1578
C084830,benorilate,1579
C011677,benoxaprofen,1580
C005298,benoxinate,1581
D001544,Benperidol,1582
C013835,benphothiamine,1583
D001545,Benserazide,1584
C005177,"benserazide, levodopa drug combination",1585
D001546,Bentonite,1586
C037689,benzamide,1587
D001549,Benzamides,1588
C013407,benzamil,1589
C004528,benzarone,1590
C024657,"benzathine benzylpenicillin, procaine benzylpenicillin, drug combination",1591
D001553,Benzbromarone,1592
D001562,Benzimidazoles,1593
D001564,Benzo(a)pyrene,1594
D001565,Benzoates,1595
C026163,benzo(b)thiophene-2-carboxylic acid,1596
D001566,Benzocaine,1597
D001569,Benzodiazepines,1598
D001572,Benzofurans,1599
D019817,Benzoic Acid,1600
C029755,benzonatate,1601
C009999,benzonidazole,1602
C496397,"benzonitrile, 4-(2-(2-((2r)-2-methyl-1-pyrrolidinyl)ethyl)-5-benzofuranyl)-",1603
D001581,Benzothiadiazines,1604
D052160,Benzothiazoles,1605
D001583,Benzoxazoles,1606
C110772,benzoylcarbonyl-aspartyl-glutamyl-valyl-aspartyl-fluoromethyl ketone,1607
D001585,Benzoyl Peroxide,1608
C100234,benzquinamide,1609
D001590,Benztropine,1610
D019905,Benzyl Alcohol,1611
C006723,benzyl benzoate,1612
C117872,benzylguanidine,1613
D001597,Benzylidene Compounds,1614
C090535,benzyloxycarbonyl-isoleucyl-glutamyl(O-tert-butyl)-alanyl-leucinal,1615
C403754,benzyloxycarbonyl-leucyl-glutamyl-histidyl-aspartic acid fluoromethyl ketone,1616
C072553,benzyloxycarbonylleucyl-leucyl-leucine aldehyde,1617
C460579,benzyloxycarbonyltyrosyl-valyl-alanyl-aspartic acid fluoromethyl ketone,1618
C103712,benzyloxycarbonyl-valyl-alanyl-aspartyl-fluoromethane,1619
C054108,benzyl selenocyanate,1620
C551941,benzylsulfonylargininyl-proline-(4-amidinobenzyl)amide,1621
C063964,bepafant,1622
C038328,BEP protocol,1623
D015764,Bepridil,1624
C072197,beractant,1625
C048081,beraprost,1626
C027870,berbamine,1627
D001599,Berberine,1628
D001600,Berberine Alkaloids,1629
C115958,berberrubine,1630
C006741,bergenin,1631
C000598331,berzosertib,1632
C481484,besonprodil,1633
C036613,bestrabucil,1634
C000617228,beta-2-himachalen-6-ol,1635
C445259,beta-adrenergic receptor kinase inhibitory peptide,1636
C036380,beta-amyrin,1637
C577086,beta-artecyclopropylmether,1638
D019207,beta Carotene,1639
D047392,beta-Cyclodextrins,1640
C092028,beta-D-glucosylisophosphoramide mustard,1641
C445979,beta-elemene,1642
D001615,beta-Endorphin,1643
C051082,beta-eudesmol,1644
C024524,beta-funaltrexamine,1645
D047071,beta-Glucans,1646
D001621,Betahistine,1647
C118460,beta-hydroxyisovalerylshikonin,1648
D001622,Betaine,1649
C008157,beta-ionone,1650
D047090,beta-Lactams,1651
C102984,beta-lactotensin,1652
C014638,beta-lapachone,1653
D001623,Betamethasone,1654
C011175,"betamethasone-17,21-dipropionate",1655
C018230,betamethasone acetate phosphate,1656
C015706,betamethasone benzoate,1657
C028994,betamethasone sodium phosphate,1658
D001624,Betamethasone Valerate,1659
C008574,beta-myrcene,1660
D019324,beta-Naphthoflavone,1661
C020228,betanin,1662
C001824,beta-N-methylamino-L-alanine,1663
C000614835,beta-patchoulene,1664
D015784,Betaxolol,1665
D018723,Bethanechol,1666
D001627,Bethanidine,1667
C002503,betulin,1668
D000094062,Betulinic Acid,1669
C021148,bevantolol,1670
C000705992,bexagliflozin,1671
D000077610,Bexarotene,1672
D001629,Bezafibrate,1673
C099840,BFM-86 protocol,1674
C083136,BFM-ALL 81 protocol,1675
C405586,BGP 15,1676
C480354,BH30sucMan,1677
C438312,BHAC-AMP protocol,1678
C466310,BIA 3-335,1679
C053541,bicalutamide,1680
D001639,Bicarbonates,1681
D001640,Bicuculline,1682
C017069,bicuculline methiodide,1683
C477843,bicyclol,1684
C031906,bifemelane,1685
C465548,bifendate,1686
C509981,bifeprunox,1687
D044946,Biflavonoids,1688
D001645,Biguanides,1689
C522118,BIIB 723,1690
C403256,BIIE 0246,1691
D001647,Bile Acids and Salts,1692
D001663,Bilirubin,1693
D001664,Biliverdine,1694
C073710,bilobalide,1695
D000069580,Bimatoprost,1696
C108730,bimoclomol,1697
C551844,binaphthyl diselenide,1698
C063249,binospirone mesylate,1699
C004541,biochanin A,1700
D001685,Biological Factors,1701
D001688,Biological Products,1702
D001710,Biotin,1703
D001712,Biperiden,1704
D001713,Biphenyl Compounds,1705
C522461,biphenyl-indanone A,1706
C528260,bis(12)-hupyridone,1707
C014363,bis(2-guanidinoethyl)disulfide,1708
C542674,"bis((2-oxindol-3-ylimino)-2-(2-aminoethyl)pyridine-N,N')copper(II)",1709
C577051,bis(3)-cognitin,1710
D005406,Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide,1711
C002887,bis(4-nitrophenyl)phosphate,1712
C004497,bisabolol,1713
C531975,bisacurone,1714
C512927,bis(alpha-furancarboxylato)oxovanadium(IV),1715
C031404,bisantrene,1716
C034786,bisdemethoxycurcumin,1717
C542281,bisdesmethoxycurcumin,1718
C070515,bisindolylmaleimide I,1719
C074212,bis(maltolato)oxovanadium(IV),1720
D001729,Bismuth,1721
C015715,bismuth subsalicylate,1722
C002791,bismuth tripotassium dicitrate,1723
D017298,Bisoprolol,1724
C006780,bisphenol A,1725
C019273,bisphenol A diglycidyl ether,1726
C581290,bis(phenylimidazoselenazolyl) diselenide,1727
C517295,bis(quercetinato)oxovanadium(IV),1728
C562068,bisvanillyl-hydralazone,1729
C000297,bithionol sulfoxide,1730
C011685,bitolterol,1731
C074619,bivalirudin,1732
C518299,BIX 01294,1733
D001761,Bleomycin,1734
C079310,blonanserin,1735
C542815,BLX 1002,1736
C119407,BmK AS polypeptide,1737
C417087,BmK IT2 scorpion toxin,1738
C089957,BMS 181339,1739
C473731,BMS201038,1740
C424388,BMS204352,1741
C543412,BMS 641988,1742
C552150,BMS-690514,1743
C554092,BMS 708163,1744
C000606543,BMS-906024,1745
C087064,BMY 14786,1746
C064509,BN 50739,1747
C075674,BN 52256,1748
C526332,BN82451,1749
C400786,BnSO(2)-D-Arg-Gly-Arg-ketothiazole,1750
D000090982,BNT162 Vaccine,1751
C011686,boldine,1752
C506830,boldine methine,1753
C059180,BOLD protocol,1754
C500927,bolinaquinone,1755
D001865,Bongkrekic Acid,1756
C036007,bopindolol,1757
C032688,boric acid,1758
C040653,"boric acid, nitrofurazone, procaine drug combination",1759
C006088,bornaprine,1760
C018417,bornaprolol,1761
D001895,Boron,1762
C005066,borrelidin,1763
D000069286,Bortezomib,1764
D000077300,Bosentan,1765
D001905,Botulinum Toxins,1766
D019274,"Botulinum Toxins, Type A",1767
C106714,BP 2-94,1768
C120565,BP 897,1769
C014926,BQ 22-708,1770
C086539,BQ 788,1771
C074544,"bradykinin, 1-adamantanecarboxylic acid-Arg(0)-Hyp(3)-Thi(5,8)-Phe(7)-",1772
C051090,"bradykinin, Leu(8)-des-Arg(9)-",1773
C013332,"brallobarbital, hydroxyzine, secobarbital drug combination",1774
C023623,brassinolide,1775
C050295,brazilein,1776
C065350,brefanolol,1777
C027248,bremazocine,1778
C045166,bretylium,1779
D001949,Bretylium Compounds,1780
D001950,Bretylium Tosylate,1781
C061097,breviscapine,1782
C000298,brilliant black 1,1783
D000068438,Brimonidine Tartrate,1784
C111827,brinzolamide,1785
C482793,brivaracetam,1786
C072125,BRL 44408,1787
C038213,brofaromine,1788
C085955,bromantane,1789
D001960,Bromazepam,1790
D001961,Bromcresol Green,1791
C100245,bromebric acid,1792
D001964,Bromhexine,1793
D001971,Bromocriptine,1794
C006820,bromperidol,1795
C077144,bromperidol decanoate,1796
D001993,Bronchodilator Agents,1797
C033560,bropirimine,1798
C007982,Broxaldine,1799
C002276,broxyquinoline,1800
C002550,bruceantin,1801
C083806,brucine,1802
C057147,bryophyllin A,1803
C046785,bryostatin 1,1804
C000624319,BTSA1 compound,1805
C105826,BU 224,1806
C026535,bucillamine,1807
C024307,bucindolol,1808
D003994,Bucladesine,1809
C024221,bucumolol,1810
D019819,Budesonide,1811
C026710,budipine,1812
C520233,budlein A,1813
C006153,budralazine,1814
C022777,bufalin,1815
C000610679,bufei jianpi,1816
C574914,Bu-Fei-Yi-Shen,1817
C010651,buflomedil,1818
C004600,bufotalin,1819
C010831,bufuralol,1820
C000661,bumecain,1821
D002034,Bumetanide,1822
C018176,bunazosin,1823
D002038,Bungarotoxins,1824
D002045,Bupivacaine,1825
D002046,Bupranolol,1826
D002047,Buprenorphine,1827
D000069479,"Buprenorphine, Naloxone Drug Combination",1828
D016642,Bupropion,1829
C044661,Burinex K,1830
D002064,Buserelin,1831
C527851,bushen huoxue,1832
D002065,Buspirone,1833
D002066,Busulfan,1834
D002069,Butaclamol,1835
C578612,"butane-2,3-dione thiosemicarbazone oxime",1836
C546561,"butaphosphan, cyanocobalamin drug combination",1837
C040918,butein,1838
C004511,butenolide,1839
D019328,Buthionine Sulfoximine,1840
C520649,butorphan,1841
D002077,Butorphanol,1842
D002078,Butoxamine,1843
D002079,Butter,1844
D002083,Butylated Hydroxyanisole,1845
D002084,Butylated Hydroxytoluene,1846
C026105,butylidenephthalide,1847
C006863,butyl phosphorotrithioate,1848
D002086,Butylscopolammonium Bromide,1849
D002087,Butyrates,1850
D020148,Butyric Acid,1851
D002090,Butyrophenones,1852
C402943,bu-zhong-yi-qi-tang,1853
C039822,BVCPP protocol,1854
C030669,BW 245C,1855
C083877,BW 373U86,1856
C487049,BXL628,1857
C468549,Bz-423,1858
C028958,C10-Dichol,1859
C000625861,C188-9 compound,1860
C400541,CA 074 methyl ester,1861
C552428,cabazitaxel,1862
D000077465,Cabergoline,1863
C098384,cacospongionolide B,1864
D019256,Cadmium Chloride,1865
C035196,cadmium nitrate,1866
C028337,cadmium telluride,1867
C031877,cadralazine,1868
C040048,caffeic acid,1869
C055494,caffeic acid phenethyl ester,1870
D002109,Caffeic Acids,1871
D002110,Caffeine,1872
C062969,"caffeine, chlorpheniramine, dihydrocodeine, methylephedrine drug combination",1873
C026189,caffeine citrate,1874
C106429,"caffeine, codeine, acetaminophen, propyphenazone drug combination",1875
C037330,"caffeine, ergotamine drug combination",1876
C025741,"caffeine, sodium benzoate drug combination",1877
C472707,caffeoylquinic acid,1878
C035000,CAF protocol,1879
C416123,CAF protocol 2,1880
C411062,CAG protocol,1881
C471767,cajanol,1882
C553724,Cajanus cajan extract,1883
C075959,calanolide A,1884
D002112,Calcifediol,1885
C055085,calcipotriene,1886
D002116,Calcitonin,1887
C058636,calcitonin gene-related peptide (8-37),1888
D002117,Calcitriol,1889
D002118,Calcium,1890
D002119,Calcium Carbonate,1891
D002121,Calcium Channel Blockers,1892
D002122,Calcium Chloride,1893
D017610,Calcium Compounds,1894
D002136,"Calcium, Dietary",1895
D002125,Calcium Gluconate,1896
C006871,calcium heparin,1897
C110051,calcium lactate,1898
C514136,calcium propionate,1899
C058076,calpain inhibitor III,1900
C071482,calpeptin,1901
C533734,calycopterin,1902
C526426,calycosin-7-O-beta-D-glucoside,1903
C488311,calycosin-7-O-glucopyranoside,1904
C102405,camalexin,1905
C539585,camellioside A,1906
C034532,camostat,1907
C019286,camphene,1908
D002164,Camphor,1909
C009952,"camphor, cedar leaf oil, eucalyptus oil, menthol, myristica oil, terebinth oil, thymol drug combination",1910
D002166,Camptothecin,1911
D000068896,Canagliflozin,1912
D019496,Cancer Vaccines,1913
C081643,candesartan,1914
C077793,candesartan cilexetil,1915
D002174,Candicidin,1916
C062766,candoxatril,1917
C060942,candoxatrilat,1918
C420268,Canertinib,1919
C550144,cang er zi wan,1920
C117446,cangrelor,1921
D002185,Cannabidiol,1922
C073718,cannabidiol hydroxyquinone,1923
C006884,cannabidiolic acid,1924
C580853,cannabidivarin,1925
C100679,cannabigerolic acid,1926
C000719156,cannabinoid CB2 receptor agonist ABK5,1927
D002186,Cannabinoids,1928
D002191,Canrenoic Acid,1929
D002192,Canrenone,1930
D002193,Cantharidin,1931
C533633,caoguo zhimu,1932
D000069287,Capecitabine,1933
C000613976,capmatinib,1934
C040871,CAP protocol 2,1935
D002207,Capreomycin,1936
D002211,Capsaicin,1937
C071423,capsazepine,1938
C470213,capsiate,1939
C104667,capsinolol,1940
D002216,Captopril,1941
C044959,"captopril, hydrochlorothiazide drug combination",1942
C004646,capuride,1943
C004519,caramiphen,1944
C104525,caraway oil,1945
D002217,Carbachol,1946
D002219,Carbamates,1947
D002220,Carbamazepine,1948
D065097,Carbamoyl Phosphate Synthetase I Activators,1949
C002942,carbaspirin calcium,1950
D002227,Carbazoles,1951
D002228,Carbenicillin,1952
D002229,Carbenoxolone,1953
D002230,Carbidopa,1954
C009265,"carbidopa, levodopa drug combination",1955
D002231,Carbimazole,1956
D002233,Carbocysteine,1957
C011700,carbogen,1958
D002245,Carbon Dioxide,1959
D002246,Carbon Disulfide,1960
D002257,Carbonic Anhydrase Inhibitors,1961
D002248,Carbon Monoxide,1962
D002251,Carbon Tetrachloride,1963
D016190,Carboplatin,1964
D002260,Carboprost,1965
C062843,carboprost tromethamine,1966
D002264,Carboxylic Acids,1967
C029933,"carboxymethyl-beta-1,3-glucan",1968
C436747,cardamonin,1969
D002298,Cardenolides,1970
D002316,Cardiotonic Agents,1971
D054715,Cardiotoxins,1972
D002317,Cardiovascular Agents,1973
C524865,carfilzomib,1974
C093373,cariporide,1975
D002328,Carisoprodol,1976
C017367,carmofur,1977
C071485,carmoxirole,1978
D002330,Carmustine,1979
C453779,carmustine with prolifeprosan 20,1980
C014394,carnidazole,1981
D002331,Carnitine,1982
D002336,Carnosine,1983
C068623,carnosol,1984
D002351,Carrageenan,1985
D002354,Carteolol,1986
D002355,Carticaine,1987
D002360,Carubicin,1988
C073316,carvacrol,1989
C586464,carvacryl acetate,1990
D000077261,Carvedilol,1991
C006923,carvone,1992
C024714,caryophyllene,1993
C515179,caryophyllene oxide,1994
C531951,casopitant,1995
D000077336,Caspofungin,1996
C426663,cassine,1997
C054133,casticin,1998
D002368,Castor Oil,1999
C070295,catalase-polyethylene glycol,2000
C078040,catalpol,2001
D002392,Catechin,2002
D002395,Catecholamines,2003
C046419,Catharanthus roseus extract,2004
C000600690,cationic amphipathic peptide RT2,2005
C011188,cavidine,2006
C103436,CB 1093,2007
C031662,CB 3717,2008
C474928,CB 403,2009
C000593334,CB-839,2010
C000603860,CBP30 compound,2011
C038959,CBV protocol,2012
C115112,CC 3052,2013
C495817,CC-8490,2014
C048855,CCE protocol,2015
C523455,CCG 1423,2016
C099555,CD 437,2017
C082828,CD 832,2018
