ChemicalID,ChemicalName,drug_index
C116580,fructooligosaccharide,3331
D005632,Fructose,3332
C029063,"fructose-1,6-diphosphate",3333
C009252,"fructus schizandrae, radix ginseng, radix ophiopogonis drug combination",3334
C007789,fucoidan,3335
C015896,fucosterol,3336
C025164,fucoxanthin,3337
C473894,fujiflavone P40,3338
C069837,fullerene C60,3339
D037741,Fullerenes,3340
C408042,fullerol C60(OH)24,3341
D000077267,Fulvestrant,3342
C005023,fulvic acid,3343
C026211,fumagillin,3344
D005650,Fumarates,3345
C032005,fumaric acid,3346
C000599091,fumosorinone,3347
D062610,Fungal Polysaccharides,3348
C007795,furaltadon,3349
D005663,Furans,3350
D005664,Furazolidone,3351
C039936,furegrelate,3352
D005665,Furosemide,3353
D005666,Fursultiamin,3354
C034341,"fusaric acid N,N-diethylaminoethylamide",3355
D005672,Fusidic Acid,3356
C000713257,futibatinib,3357
C532829,fuzheng huayu,3358
C575009,fuzi drug herbal,3359
C000603178,G36 compound,3360
D018755,GABA Agonists,3361
D058785,GABA-A Receptor Agonists,3362
D058787,GABA-A Receptor Antagonists,3363
D058786,GABA-B Receptor Agonists,3364
D018757,GABA Modulators,3365
D000077206,Gabapentin,3366
D016670,Gabexate,3367
C015542,gaboxadol,3368
C038958,gadolinium chloride,3369
D005688,Galactosamine,3370
C037032,galangin,3371
D005702,Galantamine,3372
C517546,galidesivir,3373
D005703,Gallamine Triethiodide,3374
D005707,Gallic Acid,3375
D005708,Gallium,3376
C512662,gallium maltolate,3377
C027235,gallium nitrate,3378
D005711,Gallopamil,3379
C000612263,gamabufotalin,3380
C052659,gambogic acid,3381
C500218,gamisopoonghwanghyul-tang,3382
D005680,gamma-Aminobutyric Acid,3383
C541824,(gamma-CyD)2 C60,3384
D018823,gamma-Endorphin,3385
C028929,gamma-glutamylglycine,3386
C013172,gamma-oryzanol,3387
C025473,gamma-sitosterol,3388
D024504,gamma-Tocopherol,3389
C105051,ganaxolone,3390
D015774,Ganciclovir,3391
D005732,Gangliosides,3392
C515005,ganoderic acid A,3393
C521787,ganoderol B,3394
C551027,GANT 61,3395
C477001,ganyanping,3396
C455880,gap 27 peptide,3397
C573355,garcinielliptone FC,3398
C000589472,gardenin A,3399
C056587,gardenoside,3400
C546771,gardiquimod,3401
C419689,garenoxacin,3402
C045345,gastrodin,3403
D000077734,Gatifloxacin,3404
C505531,GCS-100,3405
C554753,GDP 366,3406
C106014,gedunin,3407
D000077156,Gefitinib,3408
C009622,"gelatin, glycerin, zinc oxide drug combination",3409
C001277,geldanamycin,3410
D000093542,Gemcitabine,3411
C508870,gemcitabine-oxaliplatin regimen,3412
D015248,Gemfibrozil,3413
D000079982,Gemtuzumab,3414
C075656,GenHevac B Pasteur,3415
C007834,genipin,3416
D019833,Genistein,3417
C040641,genistin,3418
C014568,genkwanin,3419
D005839,Gentamicins,3420
D005840,Gentian Violet,3421
C012997,gentiopicroside,3422
C039979,gepirone,3423
C024603,Geraniin,3424
C007836,geraniol,3425
C432872,geranyl acetate,3426
C017338,geranylgeraniol,3427
C031049,geranylgeranylacetone,3428
C002963,geranylgeranyl pyrophosphate,3429
C033273,Gestodene,3430
D000067048,Ghee,3431
C587256,"GH-RH(1-29), desaminotyrosyl(1)-ornithyl(12,21)-alpha-aminobutryic acid(15)-norleucyl(27)-aspartyl(28)-agmatine(29)-",3432
C104201,gimeracil,3433
C000604237,gingerenone A,3434
C000713927,ginger extract,3435
C007845,gingerol,3436
C077458,ginkgetin,3437
C063170,Ginkgo biloba extract,3438
C112485,ginkgolic acid,3439
C477042,ginkgolide A,3440
C045856,ginkgolide B,3441
C058295,ginkgolide C,3442
C111520,ginsan,3443
C442759,ginsenoside Rb1,3444
C049863,ginsenoside Rd,3445
C049864,ginsenoside Re,3446
C035054,ginsenoside Rg1,3447
C026474,ginsenoside Rg2,3448
C097367,ginsenoside Rg3,3449
C572381,ginsenoside Rg5,3450
C425564,ginsenoside Rh1,3451
C101280,ginsenoside Rh4,3452
C472077,ginsenoside Rk1,3453
C472075,ginsenoside Rk3,3454
D036145,Ginsenosides,3455
C107601,glabridin,3456
D005897,Glafenine,3457
D000068717,Glatiramer Acetate,3458
C005004,glaucine,3459
C055124,glaucocalyxin A,3460
D005907,Gliclazide,3461
C057619,glimepiride,3462
D005912,Gliotoxin,3463
D005913,Glipizide,3464
D005934,Glucagon,3465
D005936,Glucans,3466
D005937,Glucaric Acid,3467
D005938,Glucocorticoids,3468
C060474,glucogallin,3469
C030691,gluconic acid,3470
D005944,Glucosamine,3471
D005947,Glucose,3472
C017323,"glucose, glycerol, hydroxyethyl starch, perfluorodecalin, perfluorotripropylamine, pluronic F-68, salts, yolk phospholipids drug combination",3473
C030396,glucose-insulin-potassium cardioplegic solution,3474
C015240,glucose tolerance factor,3475
D005960,Glucosides,3476
C007858,glucuronyl glucosamine glycan sulfate,3477
D005973,Glutamine,3478
C585201,glutaminyl-glutamyl-glutaminyl-leucyl-glutamyl-arginyl-alanyl-leucyl-asparagyl-seryl-serine,3479
C424943,glutamyl-Se-methylselenocysteine,3480
C007864,glutarimide,3481
D005978,Glutathione,3482
D005984,Glutethimide,3483
D005905,Glyburide,3484
D005990,Glycerol,3485
C094503,glyceryl 2-arachidonate,3486
C560287,glyceryl-isoeugenol,3487
D005997,Glycerylphosphorylcholine,3488
D005998,Glycine,3489
D018684,Glycine Agents,3490
C000588486,glycine propionyl carnitine,3491
C086566,glycitein,3492
D006017,Glycolipids,3493
D006024,Glycopyrrolate,3494
D006025,Glycosaminoglycans,3495
D006027,Glycosides,3496
C515155,glycycoumarin,3497
D006033,Glycylglycine,3498
C117499,(glycyl-glycyl)GLP-2,3499
C531349,glycyrol,3500
D006034,Glycyrrhetinic Acid,3501
D019695,Glycyrrhizic Acid,3502
C057906,glyderinine,3503
C031150,glyoxylic acid,3504
D005677,G(M1) Ganglioside,3505
C081021,Go 6976,3506
D006046,Gold,3507
D017612,Gold Compounds,3508
D006052,Gold Sodium Thiomalate,3509
D007987,Gonadotropin-Releasing Hormone,3510
D006062,Gonadotropins,3511
C103280,goniothalamin,3512
C058504,goralatide,3513
D017273,Goserelin,3514
C119642,gosha-jinki-gan,3515
C059922,gossypetin,3516
C022944,gossypin,3517
D006072,Gossypol,3518
C000597094,govaniadine,3519
C090701,GR 127935,3520
C079014,GR 82334,3521
D017829,Granisetron,3522
D016179,Granulocyte Colony-Stimulating Factor,3523
D056604,Grape Seed Extract,3524
C511402,Grape Seed Proanthocyanidins,3525
C000628730,graphene oxide,3526
C465546,green tea extract AR25,3527
D006118,Griseofulvin,3528
C479222,GRN163,3529
C000706175,GS-441524 triphosphate,3530
C544831,GSK 1363089,3531
C000595148,GSK2110183,3532
C000595149,GSK2141795,3533
C558292,GSK 2324,3534
C000607558,GSK2795039,3535
C577920,GSK-2816126,3536
C000602008,GSK2879552,3537
C000599896,GSK3235025,3538
C000730139,GSK484,3539
C541335,GSK876008,3540
C501053,GT 061,3541
C420322,GT 715,3542
D006139,Guaiacol,3543
D006140,Guaifenesin,3544
C519462,guaijaverin,3545
D006143,Guanabenz,3546
C004945,guanadrel,3547
D006145,Guanethidine,3548
D016316,Guanfacine,3549
D006151,Guanosine,3550
C023427,guanosine 5'-O-(2-thiodiphosphate),3551
C073344,guanoxan,3552
C539574,guanxin No. 2,3553
C528663,guizhi decoction,3554
C525079,guizhi-fuling,3555
C000611307,GUM1 compound,3556
D006170,Gum Arabic,3557
C060188,Gur,3558
C111554,GV 150013X,3559
C412815,GW 4064,3560
C425931,GW 501516,3561
C000617853,GW 506033X,3562
C551538,GW 583340,3563
C401858,GW 7604,3564
C500810,GW8510,3565
C052565,GYKI 23107,3566
C418824,GYKI 47261,3567
C061950,GYKI 52466,3568
C474918,gypenoside,3569
C000719168,gypenoside LXXV,3570
C529376,GYY 4137,3571
C441088,H 2545,3572
C088233,H290-51,3573
C004380,H 35-25,3574
C000718013,H3B-120,3575
C020752,hainanolide,3576
C560811,haizao yuhu,3577
D006206,Halcinonide,3578
C023768,halofantrine,3579
C010176,halofuginone,3580
D006220,Haloperidol,3581
C033563,haloperidol decanoate,3582
D006221,Halothane,3583
C054176,haloxyfop,3584
D006246,Harmaline,3585
D006247,Harmine,3586
C033249,harpagoside,3587
C121944,HB-19 peptide,3588
C075659,HB-VAX,3589
C411103,HCT 3012,3590
C539481,HCV 796,3591
C400080,HCVAD protocol,3592
C001329,helenalin,3593
C505802,helioxanthin,3594
C514771,hematide,3595
C014579,hematodeanol,3596
D006401,Hematologic Agents,3597
D017324,Hematoporphyrin Derivative,3598
D006418,Heme,3599
C048849,heme arginate,3600
C106087,heme lysinate,3601
C026485,hemiacidrin,3602
D006426,Hemicholinium 3,3603
D006427,Hemin,3604
C042349,heminordihydroguaiaretic acid,3605
C000626944,hemistepsin,3606
C053936,hemoglobin XL99alpha,3607
C000716407,hempseed oil,3608
D006493,Heparin,3609
C031388,heparin-dihydergot,3610
C519845,heparin-lithocholate,3611
D006495,"Heparin, Low-Molecular-Weight",3612
C410523,"heparin, O-desulfated",3613
D022362,Hepatitis A Vaccines,3614
D006513,Hepatitis B e Antigens,3615
D017325,Hepatitis B Vaccines,3616
D006535,Heptaminol,3617
C581534,herbacetin,3618
C114209,herbal preparation PC-SPES,3619
D003932,Heroin,3620
C024034,Herpigon,3621
C013015,hesperetin,3622
D006569,Hesperidin,3623
C033022,hesperidin methylchalcone,3624
C000708209,HET0016,3625
D006571,Heterocyclic Compounds,3626
D006573,"Heterocyclic Compounds, 1-Ring",3627
D006575,"Heterocyclic Compounds, 3-Ring",3628
D006576,"Heterocyclic Compounds, 4 or More Rings",3629
D001556,Hexachlorocyclohexane,3630
D006583,Hexadimethrine Bromide,3631
D018738,Hexamethonium,3632
C014026,hexamethylene bisacetamide,3633
C007936,hexaminecobalt (III) trichloride,3634
C086184,hexarelin,3635
D006594,Hexoprenaline,3636
C482862,heyneanol A,3637
C538724,HhAntag691,3638
C087346,hibifolin,3639
C066716,HiC-COM protocol,3640
C010185,himachalol,3641
C048172,himbacine,3642
C060299,hinokiflavone,3643
C072298,hirudin HV1,3644
D006629,Hirudins,3645
C046596,Hirudoid,3646
C479171,hirulog-like peptide,3647
C007946,hispidin,3648
C055957,hispidulin,3649
C103442,hispolon,3650
D006632,Histamine,3651
D006633,Histamine Antagonists,3652
D006634,Histamine H1 Antagonists,3653
D006635,Histamine H2 Antagonists,3654
D054828,Histamine H3 Antagonists,3655
D006641,Histidinol,3656
C454400,HLFP regimen,3657
C058577,HLo 7,3658
C000632706,HNK-102,3659
C077369,hodgkinsine,3660
C078665,"HOE 140, desArg(10)-",3661
C100236,homatropine,3662
C070164,homocastasterone,3663
D006710,Homocysteine,3664
D006713,Homogentisic Acid,3665
D000077863,Homoharringtonine,3666
C057912,homoorientin,3667
D006719,Homovanillic Acid,3668
C005499,honokiol,3669
D006727,Hormone Antagonists,3670
C442781,Houttuynia cordata extract,3671
C506615,HTS 466284,3672
C062018,HU 211,3673
C402416,HU 308,3674
C545813,huachansu,3675
C000605453,huanglian-jie-du decoction,3676
C045607,huang-lien-chieh-tu-tang,3677
C027492,Huang Qi,3678
C439205,Huangqin-Tang,3679
C000627295,HUF-101,3680
C000594496,hugan qingzhi,3681
C050426,huperzine A,3682
C046064,HW 165,3683
C425384,HY 038,3684
D006820,Hyaluronic Acid,3685
D006827,Hydantoins,3686
D006830,Hydralazine,3687
C023818,hydrangenol,3688
C029424,hydrazine,3689
D006834,Hydrazines,3690
D006835,Hydrazones,3691
D006851,Hydrochloric Acid,3692
D006852,Hydrochlorothiazide,3693
C091365,"hydrochlorothiazide, lisinopril drug combination",3694
C020743,hydrochlorothiazide-triamterene,3695
D006853,Hydrocodone,3696
D006854,Hydrocortisone,3697
C007975,hydrocortisone-17-butyrate,3698
C021650,hydrocortisone acetate,3699
C007133,hydrocortisone hemisuccinate,3700
C039803,hydrocortisone sodium phosphate,3701
C024594,hydrocotarnine,3702
D006859,Hydrogen,3703
D006861,Hydrogen Peroxide,3704
D006862,Hydrogen Sulfide,3705
D047348,Hydrolyzable Tannins,3706
D004091,Hydromorphone,3707
C012353,hydroperoxyisophosphamide,3708
C014486,hydroquinidine,3709
C031927,hydroquinone,3710
C010467,hydrotalcite,3711
D006877,Hydroxamic Acids,3712
D006879,Hydroxocobalamin,3713
D006882,Hydroxyapatites,3714
D006886,Hydroxychloroquine,3715
D006887,Hydroxycholecalciferols,3716
C007999,hydroxycitric acid,3717
D006895,Hydroxyethyl Starch Derivatives,3718
C431085,hydroxyfasudil,3719
C014290,hydroxyflutamide,3720
C051414,hydroxygenkwanin,3721
D019811,Hydroxylamine,3722
C027299,hydroxymaprotilin,3723
D019161,Hydroxymethylglutaryl-CoA Reductase Inhibitors,3724
C085278,hydroxysafflor yellow A,3725
D006918,Hydroxyurea,3726
D006919,Hydroxyzine,3727
D006923,Hymecromone,3728
C058309,hypaconitine,3729
C477838,hyperCDT protocol,3730
C001654,hyperforin,3731
C004965,hypericin,3732
C021304,hyperoside,3733
D000960,Hypolipidemic Agents,3734
C000623387,HZ-6d compound,3735
C006013,IA 4,3736
C056512,IAP protocol,3737
D000077557,Ibandronic Acid,3738
D007050,Ibogaine,3739
C551803,ibrutinib,3740
C000588695,IBS008738,3741
C038366,ibudilast,3742
D007052,Ibuprofen,3743
C106674,ibuprofen arginine,3744
C067192,ibutilide,3745
C477872,IC 87114,3746
C056599,icariin,3747
C499403,icaritin,3748
C065679,icatibant,3749
C056638,ICE protocol 1,3750
C080042,ICE protocol 3,3751
C084574,ICE protocol 4,3752
C090705,ICE protocol 5,3753
C026777,ICI 118551,3754
C036405,ICI 154129,3755
C051781,ICI 164384,3756
C058219,ICI 195739,3757
C082246,ICI D2788,3758
C081112,ICI D8731,3759
C490483,icilin,3760
D000077607,Icodextrin,3761
C531470,icotinib,3762
C400142,Ida-FLAG protocol,3763
D015255,Idarubicin,3764
D019329,Idazoxan,3765
C036619,idebenone,3766
C552946,idelalisib,3767
C404743,IDN 5109,3768
C071362,idoxifene,3769
D007065,Idoxuridine,3770
C479958,idraparinux,3771
C076966,idrapril,3772
C557801,IDX184,3773
C110702,IEM 1460,3774
C092754,IEM 1754,3775
C406748,IEM 1925,3776
C069846,IE protocol,3777
C010739,ifenprodil,3778
C078904,ifetroban,3779
C480833,IFL protocol,3780
D007069,Ifosfamide,3781
C065310,igmesine,3782
C521502,IL13-PE38,3783
C119615,ilaprazole,3784
C119203,ilomastat,3785
D016285,Iloprost,3786
D000068877,Imatinib Mesylate,3787
C575881,imeglimin,3788
C519562,imetelstat,3789
C082359,imidacloprid,3790
C065166,imidapril,3791
C078006,imidaprilat,3792
C082661,imidazenil,3793
C029899,imidazole,3794
C100119,imidazole mustard,3795
C113661,imidazolium-bis(imidazole)dimethylsulfoxideimidazotetrachlororuthenate(III),3796
D007098,Imino Acids,3797
D015378,Imipenem,3798
D007099,Imipramine,3799
D000077271,Imiquimod,3800
C121876,imisopasem manganese,3801
C561127,IMMLG5521,3802
C505097,IMMU-110,3803
D000082082,Immune Checkpoint Inhibitors,3804
D018796,Immunoconjugates,3805
D007155,Immunologic Factors,3806
C058028,immunomycin,3807
D007166,Immunosuppressive Agents,3808
D000922,Immunotoxins,3809
C587358,imoxin,3810
C031534,imperatorin,3811
D017446,Impromidine,3812
C523952,IN6CPBD,3813
C078038,inchinko-to,3814
C431890,indantadol,3815
D007190,Indapamide,3816
C494243,"indapamide, perindopril drug combination",3817
C418119,indatraline,3818
C042398,indecainide,3819
D007203,Indigo Carmine,3820
D019469,Indinavir,3821
C428264,indioside D,3822
C027185,indirubin,3823
C038812,Indolapril,3824
C016517,indole-3-carbinol,3825
C000626787,indole-3-guanylhydrazone hydrochloride,3826
C514526,indole-5-carboxamide,3827
C030737,indoleacetic acid,3828
C050325,indolidan,3829
D007213,Indomethacin,3830
C507313,indomethacin ethyl ester,3831
C489645,indomethacin phenethylamide,3832
D007216,Indoprofen,3833
D007217,Indoramin,3834
C008124,Infecundin,3835
C568950,infigratinib,3836
D018836,Inflammation Mediators,3837
C001451,Innovar,3838
C491685,INO 1001,3839
D007288,Inosine,3840
D007290,Inosine Diphosphate,3841
D007291,Inosine Monophosphate,3842
D007294,Inositol,3843
C013063,inositol hexasulfate,3844
C071861,inostamycin,3845
C517091,inotodiol,3846
C541377,INP 0341,3847
C541376,INP 0400,3848
D007306,Insecticides,3849
D007328,Insulin,3850
D061267,Insulin Aspart,3851
C541917,INT 131,3852
C050739,interferon alfacon-1,3853
C554150,interferon alfa-n1,3854
D016898,Interferon-alpha,3855
D007369,Interferon Inducers,3856
D007372,Interferons,3857
D016753,Interleukin-10,3858
D053590,Interleukin 1 Receptor Antagonist Protein,3859
D007376,Interleukin-2,3860
C104543,"interleukin 6-interleukin 6 receptor fusion protein, recombinant",3861
C037666,intetrix,3862
C001458,intybin,3863
D007444,Inulin,3864
D007455,Iodine,3865
C000614965,Iodine-131,3866
C094023,iodopravadoline,3867
D004103,Iodoquinol,3868
C468130,iodoresiniferatoxin,3869
D007486,Ipecac,3870
D009241,Ipratropium,3871
C018986,ipriflavone,3872
D007488,Iprindole,3873
D007490,Iproniazid,3874
C014898,IPS 339,3875
C043077,ipsapirone,3876
D000077405,Irbesartan,3877
D057889,Iridoid Glycosides,3878
D039823,Iridoids,3879
D000077146,Irinotecan,3880
D007501,Iron,3881
D007502,Iron Chelating Agents,3882
D007505,Iron-Dextran Complex,3883
D019266,"Iron, Dietary",3884
C448299,iron protoporphyrin IX,3885
C520511,irosustat,3886
C041836,irsogladine,3887
C020375,isaxonine,3888
C032787,isoalantolactone,3889
C022871,isoborneol,3890
C020914,isobutaclamol,3891
D007520,Isocarboxazid,3892
C453300,isocoumarin NM-3,3893
C110793,isocupressic acid,3894
C517885,isodiospyrol A,3895
D007528,Isoetharine,3896
C008180,isoferulic acid,3897
D007529,Isoflavones,3898
C065592,isoflupredone acetate,3899
D007530,Isoflurane,3900
C483462,isofon,3901
C015300,isoguvacine,3902
C060284,isolariciresinol,3903
D007532,Isoleucine,3904
C040920,isoliquiritigenin,3905
C084321,isoliquiritin apioside,3906
C008189,isomaltulose,3907
D007538,Isoniazid,3908
C087181,"isoniazid, pyrazinamide, rifampin drug combination",3909
C569115,isonitrosoacetone,3910
C004809,isopentenyl pyrophosphate,3911
C000607202,isopentyl ferulate,3912
C027061,isophosphamide mustard,3913
C115138,isopimaric acid,3914
D007545,Isoproterenol,3915
C409816,isopulegol,3916
C016527,isoquercitrin,3917
D007546,Isoquinolines,3918
C432307,isorhapontigenin,3919
C538973,isosakuranetin,3920
C027321,isosalipurposide,3921
C523198,isosilybin A,3922
C030397,isosorbide-5-mononitrate,3923
D007548,Isosorbide Dinitrate,3924
C431665,isosorbide-hydralazine combination,3925
C027172,isospaglumic acid,3926
C044170,isoteolin,3927
D017879,Isothiocyanates,3928
D015474,Isotretinoin,3929
C049772,isovitexin,3930
D007555,Isoxazoles,3931
D007556,Isoxsuprine,3932
D017275,Isradipine,3933
C111599,istradefylline,3934
C070191,itasetron,3935
D017964,Itraconazole,3936
C057022,iturelix,3937
C545203,ivacaftor,3938
C098434,IVAC protocol,3939
C064227,IVA protocol,3940
D007559,Ivermectin,3941
C585534,IWR-1 compound,3942
C430592,ixabepilone,3943
C402921,J 113397,3944
C057531,jasplakinolide,3945
C554161,JB-788,3946
C412308,JBP 485,3947
C577200,JD5037,3948
C116581,jen-san-yaung-jung-tang,3949
C066308,JET protocol,3950
C402944,JHW 015,3951
C544151,jinfukang,3952
C527855,jinghua weikang,3953
C527191,jinhong,3954
C562099,JMF2-1 compound,3955
C547250,JNJ-31020028,3956
C518829,JP-1302,3957
C561695,(+)-JQ1 compound,3958
C471998,JTE 013,3959
C468268,JTE 607,3960
C422645,JTE 907,3961
C094211,JTP 4819,3962
C107494,JTV 506,3963
C005134,juglone,3964
C087808,jujuboside A,3965
C115013,juniper berry oil,3966
C063587,juzentaihoto,3967
C534333,JZL 184,3968
C410337,K 7174,3969
C006552,kaempferol,3970
C066407,kaempferol-3-O-galactoside,3971
C511963,kaempferol-3-O-glucoside,3972
C492687,kaempferol-3-O-rutinoside,3973
C064309,kaempferol 3-O-sophoroside,3974
C046438,kahweol acetate,3975
D007608,Kainic Acid,3976
C000605449,Kai-Xin-San,3977
C510231,Kalpaamruthaa,3978
D007612,Kanamycin,3979
C468270,Kangen-karyu,3980
C553674,kangshuai yizhi,3981
C020251,kappa-casein glycomacropeptide,3982
C121292,KB R6933,3983
C510621,KCC 009,3984
C119620,kenpaullone,3985
D007649,Ketamine,3986
D007650,Ketanserin,3987
C012394,ketobemidone,3988
D007654,Ketoconazole,3989
D007656,Ketoglutaric Acids,3990
D007660,Ketoprofen,3991
C029946,ketoprofen lysine,3992
D020910,Ketorolac,3993
D020911,Ketorolac Tromethamine,3994
D007665,Ketotifen,3995
C083109,KF 14124,3996
C081198,KF 17837,3997
C080664,KFM 19,3998
C074279,KH 1060,3999
C033990,K.H.3,4000
D007666,Khellin,4001
C097558,KL4 surfactant,4002
C466918,KMUP 880602,4003
C072105,KN 93,4004
C045492,kolaviron,4005
C108799,KRH 594,4006
C036374,Kri paste,4007
C051271,KT 362,4008
C093160,KT3 671,4009
C073601,KT 5823,4010
C581040,KU-32 compound,4011
C572783,kuguacin J,4012
C557784,kukoamine B,4013
C000620717,kuntai capsule,4014
C095194,kuwanon G,4015
C524251,KW 2581,4016
D007736,Kynurenic Acid,4017
C019448,kyotorphin,4018
C070967,L 158809,4019
C508711,L-161982,4020
C508709,L-335677,4021
C061031,L-3-(3-hydroxy-4-pivaloyloxyphenyl)alanine,4022
C058121,L 365260,4023
C472885,L-4F peptide,4024
C054290,L 657743,4025
C094635,L 701324,4026
C096429,L 709049,4027
C505055,L 748706,4028
C119066,L 783281,4029
C508710,L-826266,4030
C570295,labdanolic acid methyl ester,4031
D007741,Labetalol,4032
C009765,lac dye,4033
C060285,lacidipine,4034
D019344,Lactic Acid,4035
C014635,lactitol,4036
C516715,lactucin,4037
D007792,Lactulose,4038
C076948,lafutidine,4039
D019259,Lamivudine,4040
C109078,"lamivudine, zidovudine drug combination",4041
D000077213,Lamotrigine,4042
C018548,lanatoside C,4043
C077049,landiolol,4044
C081981,lanoteplase,4045
C060347,lanreotide,4046
D064747,Lansoprazole,4047
D000077341,Lapatinib,4048
C477361,LAQ824,4049
C525167,larazotide acetate,4050
C029310,lard,4051
C060282,lariciresinol,4052
C483604,laromustine,4053
C111332,Lasofoxifene,4054
D000077338,Latanoprost,4055
C030358,lauric acid,4056
D007850,Lauric Acids,4057
C035229,laurocapram,4058
C045718,lavender oil,4059
C005090,lawsone,4060
C059303,lazabemide,4061
C481663,LB 11058,4062
C000600161,LCS101,4063
C000626357,LCS1269,4064
D007854,Lead,4065
C008261,lead acetate,4066
D054709,Lecithins,4067
C586541,ledipasvir,4068
C000595958,"ledipasvir, sofosbuvir drug combination",4069
D000077339,Leflunomide,4070
C041579,lei gong teng,4071
C090111,LEK 8829,4072
C000713347,lemon balm leaf extract,4073
C052901,lemongrass oil,4074
C501365,lemon oil,4075
C471849,lenabasum,4076
D000077269,Lenalidomide,4077
C061242,Lentinus edodes mycelia extract E-P-LEM,4078
C531958,lenvatinib,4079
C512946,leojaponin,4080
C013587,leonurine,4081
C083544,lepirudin,4082
C060343,lercanidipine,4083
C084809,lergotrile mesylate,4084
C119379,lestaurtinib,4085
D000077289,Letrozole,4086
D007930,Leucine,4087
C087775,leucopelargonin,4088
C000624588,leucoselect phytosome,4089
D002955,Leucovorin,4090
C000589733,leukadherin-1,4091
D020024,Leukotriene Antagonists,4092
D007975,Leukotriene B4,4093
D016729,Leuprolide,4094
C487834,Leu-Ser-Lys-Leu peptide,4095
D007977,Levallorphan,4096
D007978,Levamisole,4097
D000077287,Levetiracetam,4098
D002040,Levobunolol,4099
D000077554,Levobupivacaine,4100
C047340,levocabastine,4101
C472067,levocetirizine,4102
D007980,Levodopa,4103
C035420,levodopa methyl ester,4104
D064704,Levofloxacin,4105
D016912,Levonorgestrel,4106
D007981,Levorphanol,4107
C078143,levosulpiride,4108
C580773,lexgenleucel-T,4109
C059213,LF 2-0254,4110
C095104,LG 100268,4111
C415128,LG 100324,4112
C000630836,LGM2605,4113
C083781,"LHRH, Ala(6)-Gly(10)-ethylamide-",4114
C042691,"LHRH, N-acetyl-(4-chlorophenylalanyl)(1)-(4-chlorophenylalanyl)(2)-tryptophyl(3)-arginyl(6)-alanine(10)-",4115
C061121,liarozole,4116
C432503,licarin A,4117
C070840,licochalcone A,4118
C541528,licochalcone B,4119
C520147,licochalcone E,4120
C088092,licofelone,4121
C401293,licoricidin,4122
C558581,licorisoflavan A,4123
C092062,licostinel,4124
C020918,lidamidine,4125
D008012,Lidocaine,4126
D000077442,"Lidocaine, Prilocaine Drug Combination",4127
C511998,Lidoderm,4128
C080095,liensinine,4129
D017705,Lignans,4130
D008031,Lignin,4131
C027820,ligustilide,4132
C059238,limaprost,4133
D000077222,Limonene,4134
C525538,limonexic acid,4135
C001546,limonin,4136
C523483,linaclotide,4137
D000069476,Linagliptin,4138
C018584,linalool,4139
D008034,Lincomycin,4140
C477965,linderalactone,4141
D000069349,Linezolid,4142
D019787,Linoleic Acid,4143
D008041,Linoleic Acids,4144
D044243,"Linoleic Acids, Conjugated",4145
D008042,Linolenic Acids,4146
C061017,linopirdine,4147
D008043,Linseed Oil,4148
C002385,linsidomine,4149
C023022,linustatin,4150
D008055,Lipids,4151
C008288,Lipofundin,4152
C442865,"lipopolysaccharide, Helicobacter pylori",4153
D008070,Lipopolysaccharides,4154
C068538,liposomal amphotericin B,4155
C506643,liposomal doxorubicin,4156
C005152,lipostabil,4157
C040527,lipoxin A4,4158
C083152,liquiritigenin,4159
C512196,liquiritin,4160
D000069450,Liraglutide,4161
D000069478,Lisdexamfetamine Dimesylate,4162
D017706,Lisinopril,4163
D008090,Lisuride,4164
D008094,Lithium,4165
D016651,Lithium Carbonate,4166
D018021,Lithium Chloride,4167
C070669,lithium citrate,4168
C022826,lithium hydroxybutyrate,4169
C038377,lithium succinate,4170
C054097,lithium sulfate,4171
D008095,Lithocholic Acid,4172
C061091,lithospermate B,4173
C046833,lithospermic acid,4174
C042579,Liuwei Dihuang Decoction,4175
C549232,LLL12 compound,4176
C575077,LM11A-31,4177
C521938,LM11 compound,4178
C045251,LND 623,4179
C097603,LNH 87 protocol,4180
C540157,lobelane,4181
D008120,Lobeline,4182
C064231,lobendazole,4183
C015735,lobenzarit,4184
C063638,lobucavir,4185
C025655,lofexidine,4186
C059516,loganin,4187
C540381,lomatin,4188
C053091,lomefloxacin,4189
C521206,lomeguatrib,4190
C052424,lomerizine,4191
C045894,lometrexol,4192
D008130,Lomustine,4193
C115354,lonafarnib,4194
C581034,longikaurin A,4195
C016371,lonidamine,4196
D008139,Loperamide,4197
C000613963,lophirone B,4198
C000613964,lophirone C,4199
D061466,Lopinavir,4200
C558899,lopinavir-ritonavir drug combination,4201
C054920,loracarbef,4202
D017336,Loratadine,4203
D008140,Lorazepam,4204
C506658,lorcaserin,4205
C066440,loreclezole,4206
C000590786,lorlatinib,4207
C023842,lormetazepam,4208
C059451,lornoxicam,4209
D019808,Losartan,4210
C066026,losartan carboxylic acid,4211
C065427,losigame,4212
D000069559,Loteprednol Etabonate,4213
D008148,Lovastatin,4214
C451780,lovastatin-niacin combination,4215
D008152,Loxapine,4216
C040656,loxoprofen,4217
C039993,loxtidine,4218
C000618691,LQFM030,4219
C119999,LR 172,4220
C485003,LR-90,4221
C094835,LR B-081,4222
C045117,Lu 19005,4223
C109644,Lu 28-179,4224
C105748,lubazodone hydrochloride,4225
D000068238,Lubiprostone,4226
C529637,lucidone,4227
D000078102,Lumefantrine,4228
